-3035.989333,29342.401276,17103.870882
-3045.989333,29050.391454,16814.984634
-3054.989333,29259.139685,17130.657212
-3062.989333,29307.542262,17169.672471
-3063.989333,29370.296917,17174.452984
-3078.989333,29043.102058,16930.755376
-3086.989333,29169.414454,17101.513037
-3086.989333,29334.469092,17218.875579
-3091.989333,28910.865352,16900.73116
-3101.989333,29026.205334,16969.736149
-3104.989333,29050.331742,16986.043093
-3107.989333,29273.898574,17254.035391
-3109.989333,29316.656563,17252.097768
-3112.989333,29380.600039,17267.629407
-3117.989333,28917.575506,16953.844001
-3120.989333,28983.993379,16981.658854
-3126.989333,29031.753169,17019.908069
-3130.989333,29340.289944,17274.04004
-3131.989333,29298.967291,17283.911124
-3133.989333,28747.309594,16960.951706
-3133.989333,29383.620471,17289.897702
-3135.989333,28812.688406,16984.416806
-3138.989333,28899.366703,16983.482481
-3142.989333,28945.911167,17003.170365
-3147.989333,29094.491858,17170.907595
-3152.989333,29259.775767,17318.102125
-3153.989333,28687.998148,16989.833402
-3154.989333,28710.689221,16998.206884
-3156.989333,29409.754752,17331.933393
-3158.989333,28816.747899,17011.034855
-3159.989333,28775.398742,17013.095735
-3162.989333,28926.636799,17020.648888
-3164.989333,29168.46544,17274.623115
-3171.989333,29282.986371,17328.650483
-3175.989333,29410.820317,17344.093351
-3176.989333,28671.497698,17032.397884
-3179.989333,28735.414671,17040.119318
-3181.989333,28820.957152,17044.054276
-3181.989333,29128.058592,17290.252785
-3185.989333,28909.467058,17054.637121
-3185.989333,29171.882146,17300.47512
-3190.989333,29218.726131,17332.96575
-3191.989333,28583.85059,17011.953215
-3195.989333,29390.233871,17352.22958
-3199.989333,28657.938169,17073.800048
-3200.989333,28677.53856,17076.934475
-3200.989333,29087.871753,17295.254586
-3203.989333,29131.35204,17317.513622
-3205.989333,28804.183685,17081.626218
-3210.989333,28565.315763,17020.978745
-3213.989333,29020.564578,17269.491353
-3213.989333,29328.914552,17355.382528
-3215.989333,28590.53424,17057.255851
-3215.989333,29391.69571,17367.973246
-3216.989333,28942.43475,17148.37682
-3220.989333,28496.793263,16976.654181
-3220.989333,29480.258622,17394.1765
-3223.989333,28764.269864,17091.620559
-3225.989333,28788.792546,17111.511211
-3228.989333,28996.385163,17237.564
-3231.989333,28547.080457,17042.80702
-3232.989333,28837.644404,17169.730589
