-4290.989333,29509.42004,17271.801618
-4274.989333,29511.005136,17286.136452
-4289.989333,29488.014542,17264.960225
-4289.989333,29466.389034,17268.746701
-4275.989333,29491.061477,17295.038726
-4274.989333,29469.013192,17287.431288
-4273.989333,29448.496995,17278.538275
-4241.989333,29453.771813,17323.717654
-4242.989333,29494.627943,17327.292103
-4242.989333,29473.248948,17328.260914
-4226.989333,29474.834044,17342.595748
-4209.989333,29476.41914,17356.930583
-4225.989333,29430.887233,17333.782246
-4225.989333,29454.714121,17337.286444
-4239.989333,29409.851506,17322.714357
-4240.989333,29428.782607,17317.272535
-4223.989333,29412.202646,17336.406403
-4193.989333,29476.5689,17363.331955
-4193.989333,29458.130826,17363.138448
-4193.989333,29435.096486,17366.801667
-4177.989333,29479.0698,17383.425374
-4177.989333,29460.50847,17384.6407
-4209.989333,29456.0262,17346.628738
-4209.989333,29433.388134,17353.875665
-4240.989333,29389.881343,17323.806425
-4225.989333,29391.343182,17339.550091
-4225.989333,29369.840931,17341.927735
-4193.989333,29394.909648,17371.803468
-4192.989333,29416.684916,17374.418365
-4176.989333,29435.369503,17371.794208
-4175.989333,29417.477464,17381.585782
-4207.989333,29414.184016,17354.324946
-4208.989333,29392.408747,17351.710049
-4143.989333,29439.851774,17409.80617
-4163.989333,29462.48984,17402.559242
-4160.989333,29436.038794,17380.370457
-4159.989333,29418.543029,17393.74574
-4257.989333,29470.748048,17308.167495
-4258.989333,29493.835395,17320.124685
-4257.989333,29428.50959,17312.279995
-4254.989333,29408.389667,17306.97069
-4256.989333,29451.147656,17305.033067
-3875.989333,29537.40573,17519.843553
-3910.989333,29515.630462,17517.228656
-3825.989333,29560.36982,17533.209575
-3825.989333,29539.3871,17537.762095
-3841.989333,29558.811228,17526.684946
-3841.989333,29538.867569,17535.587219
-3771.989333,29538.348038,17533.412342
-3808.989333,29561.312128,17546.778365
-3807.989333,29540.056391,17546.338344
-3793.989333,29563.566515,17569.689448
-3740.989333,29563.566515,17569.689448
-3858.989333,29559.973546,17529.625867
-3858.989333,29537.432233,17527.653757
-4176.989333,29394.936151,17379.613673
-4177.989333,29375.512023,17390.690823
-4192.989333,29351.632128,17371.566215
-4193.989333,29373.530653,17372.77228
-4209.989333,29371.30277,17357.671401
-4208.989333,29350.170289,17355.822549
-4177.989333,29354.529303,17395.243343
-4192.989333,29330.37639,17371.126195
-4175.989333,29331.688469,17380.468488
-4141.989333,29420.524399,17411.664283
-4143.989333,29399.541678,17416.216803
-4126.989333,29421.959734,17419.597744
-4126.989333,29399.268661,17411.224262
-4093.989333,29423.69459,17440.333951
-4075.989333,29423.817847,17438.925119
-4111.989333,29402.165836,17434.90139
-4109.989333,29421.466707,17425.233073
-4143.989333,29379.721276,17423.710244
-4143.989333,29357.699494,17423.913011
-4127.989333,29378.162684,17417.185615
-4127.989333,29356.906946,17416.745594
-4079.989333,29404.69324,17462.805014
-4078.989333,29382.768211,17453.788744
-4094.989333,29402.958383,17442.068807
-4094.989333,29381.975663,17446.621327
-4110.989333,29380.26731,17433.695325
-4112.989333,29360.719925,17446.181307
-4160.989333,29375.115749,17387.107114
-4162.989333,29355.445107,17401.001928
-4161.989333,29396.767761,17391.130843
-4160.989333,29332.877291,17391.219614
-4142.989333,29336.170739,17418.48045
-4127.989333,29336.170739,17418.48045
-4141.989333,29292.620203,17413.250656
-4141.989333,29313.356409,17411.5158
-4125.989333,29292.223929,17409.666948
-4127.989333,29315.584293,17426.616679
-4094.989333,29339.860462,17449.324995
-4094.989333,29317.442406,17445.944054
-4095.989333,29361.116199,17449.765015
-4077.989333,29361.78549,17458.341265
-4076.989333,29339.094417,17449.967783
-4077.989333,29319.000998,17452.468683
-4109.989333,29315.980567,17430.200387
-4111.989333,29338.67164,17438.573869
-4093.989333,29296.036908,17439.102661
-4090.989333,29274.384896,17435.078932
-4073.989333,29274.534656,17441.480304
-4075.989333,29296.433182,17442.686369
-4109.989333,29293.685768,17425.410614
-4106.989333,29272.157013,17419.978053
-4160.989333,29311.74481,17389.370761
-4074.989333,29255.850069,17444.104461
-4043.989333,29426.741525,17470.412452
-4043.989333,29405.609044,17468.563599
-4045.989333,29385.788642,17476.05704
-4026.989333,29428.696391,17480.52079
-4026.989333,29405.882061,17473.55614
-4026.989333,29384.23005,17469.532411
-3978.989333,29450.154896,17502.982592
-3976.989333,29408.382962,17493.649559
-3992.989333,29430.00847,17489.863083
-3993.989333,29407.467157,17487.890974
-3975.989333,29430.554504,17499.848164
-4009.989333,29428.846152,17486.922162
-4009.989333,29406.401592,17475.731016
-3927.989333,29494.647741,17521.781176
-3927.989333,29472.995729,17517.757447
-3945.989333,29494.770998,17520.372344
-3944.989333,29472.995729,17517.757447
-3877.989333,29516.969044,17534.381154
-3876.989333,29496.47935,17533.298346
-3875.989333,29473.788277,17524.924864
-3894.989333,29517.761592,17541.548571
-3892.989333,29494.524484,17523.190008
-3892.989333,29473.788277,17524.924864
-3909.989333,29493.97845,17513.204927
-3909.989333,29472.995729,17517.757447
-3925.989333,29450.427913,17507.975133
-3942.989333,29450.674427,17505.157469
-3941.989333,29431.223795,17508.424414
-3923.989333,29430.950778,17503.431873
-3875.989333,29452.805557,17529.477384
-3892.989333,29452.409283,17525.893675
-3890.989333,29433.328422,17524.934124
-3873.989333,29434.367483,17529.283877
-3909.989333,29452.013009,17522.309967
-3907.989333,29432.782388,17514.949043
-3959.989333,29450.278153,17501.57376
-3957.989333,29430.404744,17493.446792
-4027.989333,29364.805922,17480.60956
-4044.989333,29363.6171,17469.858435
-4043.989333,29341.595318,17470.061202
-3977.989333,29388.56256,17501.143
-3976.989333,29366.267761,17496.353227
-3994.989333,29387.250481,17491.800706
-3993.989333,29366.910548,17497.119271
-4011.989333,29387.127224,17493.209538
-4007.989333,29362.578038,17465.508682
-4009.989333,29342.264609,17478.637451
-4027.989333,29343.699944,17486.570913
-4027.989333,29322.444207,17486.130892
-4043.989333,29321.255385,17475.379766
-4043.989333,29299.999647,17474.939746
-3993.989333,29344.615749,17492.329498
-3993.989333,29324.029302,17500.465726
-3974.989333,29343.699944,17486.570913
-3975.989333,29323.756285,17495.473186
-4010.989333,29322.717224,17491.123433
-3925.989333,29410.883862,17513.742978
-3925.989333,29389.751382,17511.894126
-3942.989333,29410.487588,17510.15927
-3941.989333,29387.919772,17500.376956
-3941.989333,29367.579839,17505.69552
-3924.989333,29367.060308,17503.520644
-3874.989333,29412.468958,17528.077812
-3889.989333,29388.985337,17512.536913
-3891.989333,29412.072684,17524.494104
-3873.989333,29390.420673,17520.470375
-3908.989333,29411.280136,17517.326687
-3907.989333,29388.71232,17507.544373
-3940.989333,29323.906046,17501.874558
-3941.989333,29346.720376,17508.839208
-3923.989333,29344.888766,17497.322038
-3924.989333,29324.698593,17509.041975
-3889.989333,29368.891918,17515.037814
-3888.989333,29346.077588,17508.073164
-3872.989333,29325.737655,17513.391728
-3873.989333,29369.041678,17521.439186
-3873.989333,29347.785941,17520.999166
-3908.989333,29369.041678,17521.439186
-3906.989333,29344.765509,17498.73087
-3906.989333,29324.82185,17507.633143
-3958.989333,29345.28504,17500.905747
-3958.989333,29323.906046,17501.874558
-3960.989333,29410.487588,17510.15927
-3957.989333,29386.457933,17484.633289
-3959.989333,29367.306822,17500.70298
-3823.989333,29516.696027,17529.388613
-3823.989333,29495.044015,17525.364884
-3840.989333,29517.338814,17530.154658
-3842.989333,29497.148642,17541.874595
-3822.989333,29472.599456,17514.173738
-3777.989333,29565.671142,17586.199159
-3773.989333,29519.346687,17555.883405
-3787.989333,29515.903479,17522.221196
-3786.989333,29495.290529,17522.54722
-3791.989333,29540.725682,17554.914594
-3760.989333,29566.067416,17589.782868
-3770.989333,29495.836563,17532.532301
-3806.989333,29518.008105,17538.730907
-3805.989333,29495.440289,17528.948593
-3838.989333,29451.863249,17515.908594
-3837.989333,29433.451679,17523.525292
-3841.989333,29474.457568,17533.501113
-3822.989333,29453.844618,17533.827137
-3787.989333,29473.541764,17527.742528
-3784.989333,29452.655797,17523.076011
-3785.989333,29433.847953,17527.109001
-3768.989333,29453.325088,17531.652261
-3770.989333,29476.016161,17540.025743
-3805.989333,29474.184551,17528.508572
-3803.989333,29453.448344,17530.243428
-3724.989333,29565.944159,17591.1917
-3720.989333,29541.368469,17555.680638
-3737.989333,29540.329408,17551.330885
-3736.989333,29518.008105,17538.730907
-3736.989333,29496.752368,17538.290886
-3718.989333,29517.884848,17540.139739
-3718.989333,29496.629111,17539.699719
-3715.989333,29473.392003,17521.341155
-3707.989333,29566.067416,17589.782868
-3704.989333,29542.830308,17571.424304
-3701.989333,29497.941189,17549.042012
-3732.989333,29452.409283,17525.893675
-3731.989333,29431.673076,17527.628532
-3736.989333,29475.64639,17544.252239
-3716.989333,29454.117636,17538.819678
-3679.989333,29430.634015,17523.278779
-3680.989333,29453.448344,17530.243428
-3700.989333,29475.769647,17542.843407
-3697.989333,29453.598105,17536.644801
-3752.989333,29475.619887,17536.442034
-3750.989333,29453.967875,17532.418305
-3756.989333,29541.245213,17557.08947
-3755.989333,29519.593201,17553.065741
-3753.989333,29496.47935,17533.298346
-3823.989333,29392.252282,17531.987545
-3838.989333,29390.543929,17519.061543
-3836.989333,29366.540778,17501.345767
-3839.989333,29413.50802,17532.427565
-3822.989333,29434.517244,17535.68525
-3821.989333,29412.195941,17523.085272
-3787.989333,29413.138249,17536.654062
-3785.989333,29390.297416,17521.879207
-3768.989333,29434.517244,17535.68525
-3769.989333,29412.865232,17531.661521
-3768.989333,29390.940203,17522.645251
-3804.989333,29434.913518,17539.268958
-3802.989333,29411.280136,17517.326687
-3803.989333,29390.816947,17524.054083
-3836.989333,29347.116649,17512.422917
-3820.989333,29347.116649,17512.422917
-3820.989333,29326.133929,17516.975437
-3821.989333,29368.768661,17516.446646
-3786.989333,29369.834226,17528.606604
-3786.989333,29349.494293,17533.925168
-3769.989333,29371.146305,17537.948897
