numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07643;20220707000000;101950;50;1;360;3.800000;295.350000;283.150000;46;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101860;mq;mq;-10;mq;mq;mq;mq;293.350000;mq;mq;5.200000;5.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20220707000000;101690;-20;7;340;7.200000;297.550000;284.850000;45;60000;0;mq;mq;mq;2;4200;mq;mq;mq;101320;mq;mq;-40;mq;mq;mq;mq;295.650000;mq;mq;10.100000;13.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;4200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20220707000000;mq;mq;mq;350;1.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.700000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20220707000000;101500;-80;8;330;4.800000;298.850000;289.650000;57;30000;2;0;0;0;0;mq;30;20;10;101200;mq;mq;-10;mq;mq;mq;mq;298.350000;mq;mq;7.000000;7.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20220707000000;102080;90;1;300;8.600000;298.350000;287.150000;50;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101570;mq;mq;130;mq;mq;mq;mq;296.250000;mq;mq;14.800000;14.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20220707000000;101620;-20;8;70;2.000000;295.150000;291.550000;80;18460;0;mq;mq;mq;0;mq;mq;mq;mq;101520;mq;mq;-80;mq;mq;mq;mq;mq;mq;mq;3.600000;3.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20220707000000;101510;-10;0;170;0.800000;293.350000;290.350000;83;45100;0;mq;mq;mq;0;mq;mq;mq;mq;101370;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;1.900000;3.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20220707000000;101720;70;8;mq;mq;296.050000;293.050000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101670;mq;mq;50;mq;295.950000;mq;301.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20220707000000;102180;60;7;190;2.600000;292.150000;287.150000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102110;mq;mq;150;mq;290.550000;mq;298.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20220707000000;101950;100;6;mq;mq;294.050000;291.450000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101860;mq;mq;100;mq;293.650000;mq;298.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;0.600000;0.800000;1.800000;6.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20220707000000;102250;-70;7;160;3.200000;293.450000;285.450000;60;60000;0;mq;mq;100;8;1250;mq;mq;mq;102100;mq;mq;90;mq;mq;mq;mq;mq;mq;mq;5.200000;7.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1320;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20220707000000;100260;340;3;210;11.700000;282.050000;277.650000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99910;mq;mq;-990;mq;281.250000;mq;286.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.400000;0.600000;1.400000;8.400000;10.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20220707000000;102860;40;8;330;1.700000;272.850000;270.350000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101000;mq;mq;1060;mq;272.450000;mq;274.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20220707000000;100920;380;1;250;13.900000;274.450000;271.250000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100540;mq;mq;1860;mq;mq;mq;mq;mq;mq;mq;mq;22.600000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20220707000000;101800;-70;6;190;5.000000;296.050000;292.850000;82;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101720;mq;mq;110;mq;mq;mq;mq;mq;mq;mq;6.900000;6.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20220707000000;101160;-250;8;130;6.200000;286.550000;286.350000;99;5890;60;mq;mq;100;2;1250;mq;mq;mq;101080;mq;mq;-320;mq;mq;mq;mq;287.950000;mq;mq;8.300000;8.300000;-10;mq;mq;mq;mq;0.600000;2.800000;3.600000;4.400000;4.600000;mq;mq;mq;mq;2;mq;1050;7;mq;2040;8;mq;2580;mq;9;mq;
78890;20220707000000;101590;80;3;70;7.100000;299.050000;295.350000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101270;mq;mq;100;mq;294.250000;mq;302.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;35.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20220707000000;101690;130;3;110;3.500000;300.650000;296.050000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101180;mq;mq;110;mq;297.450000;mq;303.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;13.900000;17.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20220707000000;101610;80;3;100;2.400000;299.850000;295.950000;79;32580;mq;mq;mq;mq;mq;mq;mq;mq;mq;101520;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20220707000000;101500;60;3;100;6.100000;300.550000;296.350000;78;50150;0;mq;mq;mq;2;800;mq;mq;mq;101410;mq;mq;70;304.650000;mq;304.650000;mq;mq;mq;mq;9.400000;10.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;mq;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20220707000000;101260;140;3;0;0.000000;297.650000;297.350000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;-30;mq;297.050000;mq;303.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.800000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20220707000000;101310;170;3;220;0.600000;297.850000;296.850000;94;28220;0;mq;mq;mq;2;800;mq;mq;mq;101220;mq;mq;-20;304.050000;mq;304.050000;mq;298.550000;mq;mq;0.900000;1.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;8.300000;8.500000;mq;mq;mq;mq;2;mq;930;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20220707000000;101290;220;3;0;0.000000;297.750000;296.150000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101210;mq;mq;-30;mq;295.650000;mq;305.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20220707000000;mq;mq;mq;30;3.900000;298.850000;296.850000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;296.150000;mq;306.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;0.800000;1.000000;1.000000;1.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20220707000000;99130;220;1;110;6.200000;258.650000;256.950000;85;10000;22;7;3;100;8;450;35;61;60;98570;mq;mq;mq;258.450000;mq;262.050000;mq;mq;mq;mq;mq;15.400000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8;6;480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20220708000000;103290;80;1;310;1.700000;283.650000;282.750000;94;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;102400;mq;mq;780;mq;mq;mq;mq;283.550000;mq;mq;2.300000;2.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20220708000000;103240;70;1;300;2.200000;284.450000;281.350000;81;32490;0;mq;mq;mq;0;mq;mq;mq;mq;102660;mq;mq;850;mq;mq;mq;mq;280.550000;mq;mq;2.700000;3.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20220708000000;103320;30;0;0;0.000000;285.850000;284.750000;93;18000;2;0;mq;0;0;mq;30;20;10;103210;mq;mq;580;mq;mq;mq;mq;mq;mq;mq;0.500000;1.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20220708000000;103320;80;1;310;1.800000;284.850000;284.050000;95;12230;0;mq;mq;mq;0;mq;mq;mq;mq;102500;mq;mq;600;mq;mq;mq;mq;289.050000;mq;mq;2.400000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20220708000000;103260;40;0;350;3.500000;286.150000;284.850000;92;25590;0;mq;mq;mq;0;mq;mq;mq;mq;101360;mq;mq;630;mq;mq;mq;mq;285.650000;mq;mq;4.800000;4.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20220708000000;103110;90;1;350;3.900000;285.350000;282.750000;84;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101950;mq;mq;630;mq;mq;mq;mq;283.950000;mq;mq;5.500000;6.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20220708000000;103310;0;0;30;1.500000;285.550000;285.050000;97;2570;10;mq;mq;mq;0;mq;mq;mq;mq;102110;mq;mq;250;mq;mq;mq;mq;282.950000;mq;mq;2.600000;3.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20220708000000;103290;-10;0;20;4.300000;288.550000;287.250000;92;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102590;mq;mq;320;mq;mq;mq;mq;mq;mq;mq;5.600000;6.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20220708000000;103200;50;1;30;4.000000;289.050000;285.750000;81;57890;0;mq;mq;mq;0;mq;mq;mq;mq;102750;mq;mq;330;mq;mq;mq;mq;286.050000;mq;mq;6.300000;7.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20220708000000;103240;70;3;360;2.000000;286.850000;284.550000;86;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101490;mq;mq;490;mq;mq;mq;mq;290.950000;mq;mq;3.200000;4.600000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20220708000000;103160;50;0;30;4.500000;288.650000;282.950000;69;43300;0;mq;mq;mq;0;mq;mq;mq;mq;102070;mq;mq;560;mq;mq;mq;mq;mq;mq;mq;6.500000;8.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20220708000000;103080;70;1;320;3.100000;284.350000;283.050000;92;19150;0;mq;mq;mq;0;mq;mq;mq;mq;101640;mq;mq;560;mq;mq;mq;mq;285.650000;mq;mq;3.600000;4.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20220708000000;102990;70;1;320;3.200000;285.450000;282.950000;85;43070;0;mq;mq;mq;0;mq;mq;mq;mq;98800;mq;mq;490;mq;mq;mq;mq;281.550000;mq;mq;4.700000;6.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20220708000000;102830;110;2;360;1.400000;288.650000;284.050000;74;54410;0;mq;mq;mq;0;mq;mq;mq;mq;101020;mq;mq;440;mq;mq;mq;mq;284.450000;mq;mq;2.500000;3.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20220708000000;103100;-10;8;30;7.600000;289.450000;286.950000;85;20000;1;0;mq;0;0;mq;30;20;10;102580;mq;mq;190;mq;mq;mq;mq;mq;mq;mq;11.400000;11.400000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20220708000000;103050;60;1;30;2.600000;291.550000;286.150000;71;37840;0;mq;mq;mq;0;mq;mq;mq;mq;102740;mq;mq;280;mq;mq;mq;mq;288.950000;mq;mq;4.900000;7.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20220708000000;103070;80;1;10;1.800000;289.650000;285.650000;77;35470;0;mq;mq;mq;0;mq;mq;mq;mq;101730;mq;mq;420;mq;mq;mq;mq;292.550000;mq;mq;3.500000;5.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20220708000000;102990;80;1;30;3.200000;289.750000;284.850000;73;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101010;mq;mq;440;mq;mq;mq;mq;289.250000;mq;mq;5.200000;6.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20220708000000;102820;10;0;350;4.000000;288.750000;284.550000;76;44770;0;mq;mq;mq;1;4020;mq;mq;mq;100200;mq;mq;370;mq;mq;mq;mq;290.450000;mq;mq;6.800000;7.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;4020;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20220708000000;102810;80;1;280;1.500000;285.850000;284.050000;89;30760;0;mq;mq;mq;1;2250;mq;mq;mq;99540;mq;mq;370;mq;mq;mq;mq;286.850000;mq;mq;2.000000;3.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;2040;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20220708000000;102910;40;2;30;4.400000;292.350000;289.550000;84;18000;2;0;mq;0;0;mq;30;20;10;102640;mq;mq;240;mq;mq;mq;mq;mq;mq;mq;5.900000;5.900000;-10;0;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20220708000000;102980;70;3;30;4.400000;290.850000;285.950000;73;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101550;mq;mq;360;mq;mq;mq;mq;291.450000;mq;mq;6.500000;7.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20220708000000;102830;0;0;20;3.800000;290.150000;285.650000;75;38040;0;mq;mq;mq;0;mq;mq;mq;mq;98110;mq;mq;290;mq;mq;mq;mq;288.550000;mq;mq;6.400000;7.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20220708000000;102770;40;1;350;4.100000;290.550000;286.450000;77;56740;0;mq;mq;mq;0;mq;mq;mq;mq;98890;mq;mq;280;mq;mq;mq;mq;290.250000;mq;mq;7.100000;7.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20220708000000;mq;10;0;330;2.900000;287.550000;283.950000;79;20000;0;mq;mq;90;7;1250;mq;mq;mq;93100;92500;888;240;mq;mq;mq;mq;288.050000;mq;mq;5.900000;6.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;1110;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20220708000000;102560;50;1;340;6.400000;291.550000;285.750000;69;60000;2;0;0;0;0;mq;30;20;10;99740;mq;mq;270;mq;mq;mq;mq;mq;mq;mq;9.000000;9.800000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20220708000000;102810;-10;7;10;1.400000;291.150000;288.750000;86;8560;0;mq;mq;mq;0;mq;mq;mq;mq;102240;mq;mq;230;mq;mq;mq;mq;290.350000;mq;mq;1.900000;2.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20220708000000;102720;30;2;360;1.300000;290.950000;285.650000;71;20000;0;mq;mq;mq;1;4380;mq;mq;mq;99650;mq;mq;270;mq;mq;mq;mq;291.950000;mq;mq;2.100000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;4380;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20220708000000;102380;-60;8;320;7.700000;289.250000;283.350000;68;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94220;mq;mq;160;mq;mq;mq;mq;288.350000;mq;mq;11.900000;12.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20220708000000;102190;40;0;10;7.700000;295.350000;285.850000;55;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101330;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;16.500000;-10;mq;0.000000;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20220708000000;mq;100;1;260;0.800000;288.650000;280.950000;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92050;mq;mq;50;mq;285.650000;mq;303.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20220708000000;102840;10;0;240;2.100000;290.150000;288.450000;90;20000;0;mq;mq;mq;0;mq;mq;mq;mq;102130;mq;mq;260;mq;mq;mq;mq;292.150000;mq;mq;3.000000;3.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20220708000000;102840;-10;8;280;3.000000;290.950000;288.250000;84;38700;0;mq;mq;75;6;1750;mq;mq;mq;98580;mq;mq;220;mq;mq;mq;mq;291.350000;mq;mq;5.000000;5.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;1500;6;mq;1800;mq;mq;mq;mq;mq;mq;
07627;20220708000000;102740;0;0;310;2.400000;292.750000;287.950000;74;20000;0;mq;mq;100;8;1750;mq;mq;mq;97940;mq;mq;220;mq;mq;mq;mq;293.750000;mq;mq;3.800000;6.000000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1680;8;mq;1980;mq;mq;mq;mq;mq;mq;
07630;20220708000000;102650;50;0;290;3.800000;294.350000;287.050000;63;55370;0;mq;mq;mq;1;1750;mq;mq;mq;100890;mq;mq;260;mq;mq;mq;mq;293.750000;mq;mq;6.000000;7.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1920;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20220708000000;102040;-10;8;320;7.000000;297.550000;283.450000;41;59810;0;mq;mq;mq;0;mq;mq;mq;mq;101950;mq;mq;90;mq;mq;mq;mq;294.750000;mq;mq;9.800000;9.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20220708000000;101680;70;2;340;8.200000;297.050000;285.950000;50;60000;0;mq;mq;mq;4;4200;mq;mq;mq;101310;mq;mq;-10;mq;mq;mq;mq;295.750000;mq;mq;11.800000;14.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;4200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20220708000000;mq;mq;mq;200;2.400000;mq;mq;mq;25000;2;0;mq;0;0;mq;30;20;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.600000;5.000000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20220708000000;101470;40;1;330;3.600000;299.850000;289.450000;53;30000;2;0;0;0;0;mq;30;20;10;101170;mq;mq;-30;mq;mq;mq;mq;298.950000;mq;mq;4.800000;5.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20220708000000;102210;0;4;310;9.800000;298.350000;287.450000;51;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101700;mq;mq;130;mq;mq;mq;mq;296.450000;mq;mq;17.700000;17.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20220708000000;101570;-20;8;40;2.300000;292.850000;289.350000;80;32640;0;mq;mq;mq;0;mq;mq;mq;mq;101460;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;3.100000;5.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20220708000000;101490;90;0;190;2.300000;295.450000;291.650000;79;38020;0;mq;mq;mq;0;mq;mq;mq;mq;101350;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;3.300000;3.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20220708000000;101780;130;7;mq;mq;296.750000;290.950000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101730;mq;mq;60;mq;293.050000;mq;302.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20220708000000;102330;70;8;160;5.400000;290.350000;286.650000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102260;mq;mq;150;mq;289.750000;mq;299.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20220708000000;102050;100;6;mq;mq;295.950000;291.450000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101960;mq;mq;100;mq;293.950000;mq;297.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;3.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
