numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07181;20220718000000;102360;-20;8;80;1.900000;293.850000;277.450000;34;27140;0;mq;mq;mq;0;mq;mq;mq;mq;98310;mq;mq;-90;mq;mq;mq;mq;283.350000;mq;mq;3.300000;4.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20220718000000;102420;10;1;320;1.500000;289.750000;278.950000;49;60000;0;mq;mq;mq;0;mq;mq;mq;mq;100620;mq;mq;-90;mq;mq;mq;mq;285.850000;mq;mq;2.200000;2.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20220718000000;101850;-20;8;100;7.200000;300.350000;285.150000;39;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101360;mq;mq;-300;mq;mq;mq;mq;mq;mq;mq;13.500000;13.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20220718000000;101920;-20;8;60;3.700000;298.450000;284.650000;42;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101620;mq;mq;-240;mq;mq;mq;mq;291.850000;mq;mq;5.200000;5.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20220718000000;102130;-10;0;90;3.000000;293.950000;283.450000;51;60000;0;mq;mq;mq;0;mq;mq;mq;mq;100820;mq;mq;-190;mq;mq;mq;mq;295.150000;mq;mq;3.700000;4.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20220718000000;102160;0;4;80;1.600000;295.750000;282.550000;43;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100230;mq;mq;-140;mq;mq;mq;mq;293.450000;mq;mq;3.000000;4.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20220718000000;102230;20;2;360;2.900000;294.050000;280.250000;41;32560;0;mq;mq;mq;2;4080;mq;mq;mq;99670;mq;mq;-40;mq;mq;mq;mq;292.750000;mq;mq;5.300000;5.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;4080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20220718000000;102400;30;1;340;0.900000;289.550000;282.450000;63;32600;0;mq;mq;mq;0;mq;mq;mq;mq;99180;mq;mq;-10;mq;mq;mq;mq;287.750000;mq;mq;2.200000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20220718000000;101820;-50;7;80;3.800000;296.050000;287.650000;59;20000;1;0;mq;0;0;mq;30;20;10;101550;mq;mq;-250;mq;mq;mq;mq;mq;mq;mq;6.600000;8.000000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20220718000000;102030;-20;7;60;2.400000;296.450000;284.850000;48;60000;0;mq;mq;mq;0;mq;mq;mq;mq;100640;mq;mq;-170;mq;mq;mq;mq;293.150000;mq;mq;4.800000;4.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20220718000000;101950;-20;5;70;5.600000;296.050000;285.050000;50;60000;0;mq;mq;mq;0;mq;mq;mq;mq;97360;mq;mq;-90;mq;mq;mq;mq;292.650000;mq;mq;8.600000;9.700000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20220718000000;102170;-20;8;mq;mq;291.450000;284.250000;63;35120;0;mq;mq;mq;0;mq;mq;mq;mq;98320;mq;mq;-70;mq;mq;mq;mq;289.150000;mq;mq;mq;mq;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20220718000000;mq;0;0;230;2.000000;288.750000;281.450000;62;20000;0;mq;mq;mq;0;mq;mq;mq;mq;92870;92500;867;60;mq;mq;mq;mq;288.050000;mq;mq;2.800000;3.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20220718000000;102080;0;0;230;0.800000;294.950000;285.550000;55;50000;2;0;0;10;0;mq;30;20;11;99310;mq;mq;40;mq;mq;mq;mq;mq;mq;mq;1.300000;3.100000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20220718000000;101680;-50;8;60;2.700000;299.450000;287.550000;48;15140;0;mq;mq;mq;0;mq;mq;mq;mq;101130;mq;mq;-220;mq;mq;mq;mq;mq;mq;mq;4.100000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20220718000000;101840;60;2;120;3.100000;298.250000;284.750000;43;20000;0;mq;mq;mq;0;mq;mq;mq;mq;98870;mq;mq;-40;mq;mq;mq;mq;295.450000;mq;mq;5.100000;6.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20220718000000;101940;50;1;90;2.200000;296.650000;289.150000;63;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94020;mq;mq;140;mq;mq;mq;mq;mq;mq;mq;4.100000;5.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20220718000000;101970;50;1;30;2.200000;298.450000;286.950000;49;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;90;mq;mq;mq;mq;296.950000;mq;mq;3.800000;5.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20220718000000;mq;50;0;20;2.800000;294.950000;287.050000;61;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92340;mq;mq;290;mq;290.850000;mq;307.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20220718000000;101590;-50;8;60;1.300000;295.050000;284.750000;52;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100900;mq;mq;-200;mq;mq;mq;mq;mq;mq;mq;1.500000;2.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20220718000000;101680;-60;7;180;2.300000;292.750000;287.550000;72;31820;0;mq;mq;mq;0;mq;mq;mq;mq;97500;mq;mq;-150;mq;mq;mq;mq;292.950000;mq;mq;2.800000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20220718000000;101720;-60;8;130;2.800000;296.150000;284.550000;48;20000;0;mq;mq;mq;0;mq;mq;mq;mq;97010;mq;mq;-150;mq;mq;mq;mq;mq;mq;mq;6.100000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20220718000000;101750;10;0;140;2.000000;298.650000;286.550000;47;39410;0;mq;mq;mq;0;mq;mq;mq;mq;100030;mq;mq;0;mq;mq;mq;mq;297.350000;mq;mq;3.100000;5.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20220718000000;101930;0;0;280;1.500000;296.650000;291.950000;75;27000;0;mq;mq;mq;mq;mq;mq;mq;mq;101840;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.100000;-10;mq;0.000000;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20220718000000;101920;-20;8;300;1.200000;299.450000;295.550000;79;31790;0;mq;mq;mq;3;4200;mq;mq;mq;101550;mq;mq;270;mq;mq;mq;mq;mq;mq;mq;1.800000;1.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;4200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20220718000000;mq;mq;mq;320;1.200000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.600000;2.100000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20220718000000;101870;0;0;340;3.600000;302.150000;290.950000;51;40000;2;0;0;40;3;mq;30;23;10;101570;mq;mq;170;mq;mq;mq;mq;mq;mq;mq;5.600000;6.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;3;4000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20220718000000;101950;0;0;230;1.800000;294.450000;292.150000;87;35630;0;mq;mq;mq;0;mq;mq;mq;mq;101440;mq;mq;210;mq;mq;mq;mq;293.250000;mq;mq;2.300000;2.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20220718000000;101860;-10;8;50;3.100000;295.050000;288.150000;65;46450;0;mq;mq;mq;0;mq;mq;mq;mq;101750;mq;mq;180;mq;mq;mq;mq;mq;mq;mq;4.100000;4.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20220718000000;101900;10;0;200;2.300000;295.650000;293.050000;85;29900;0;mq;mq;mq;0;mq;mq;mq;mq;101760;mq;mq;220;mq;mq;mq;mq;293.450000;mq;mq;2.800000;2.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20220718000000;101750;130;6;mq;mq;297.750000;289.950000;62;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101700;mq;mq;140;mq;295.050000;mq;301.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20220718000000;102190;110;8;mq;mq;293.350000;292.050000;92;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102120;mq;mq;200;mq;292.350000;mq;299.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20220718000000;102000;80;6;mq;mq;295.650000;289.950000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101910;mq;mq;160;mq;294.350000;mq;298.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;1.800000;2.600000;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20220718000000;102450;-120;8;160;6.900000;292.850000;286.050000;65;60000;0;mq;mq;mq;0;mq;mq;mq;mq;102300;mq;mq;220;mq;mq;mq;mq;mq;mq;mq;10.500000;10.900000;-10;mq;mq;mq;mq;0.000000;1.400000;1.600000;1.600000;2.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20220718000000;102230;20;3;200;5.300000;278.850000;275.450000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101870;mq;mq;630;mq;278.450000;mq;284.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;2.400000;3.400000;3.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20220718000000;102300;200;8;320;14.800000;283.350000;281.650000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100530;mq;mq;460;mq;277.950000;mq;283.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.400000;0.400000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20220718000000;101960;-170;8;350;8.200000;273.950000;270.350000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101580;mq;mq;740;mq;mq;mq;mq;mq;mq;mq;mq;10.800000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20220718000000;101810;-130;8;230;2.900000;295.650000;294.650000;94;20000;0;mq;mq;75;6;2250;mq;mq;mq;101730;mq;mq;110;mq;mq;mq;mq;mq;mq;mq;4.200000;4.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;3.000000;3.000000;mq;mq;mq;mq;1;mq;2280;6;mq;2820;mq;mq;mq;mq;mq;mq;
71805;20220718000000;101620;20;3;260;1.800000;288.250000;286.650000;90;9120;0;mq;mq;90;7;2250;mq;mq;mq;101540;mq;mq;-30;mq;mq;mq;mq;289.450000;mq;mq;3.500000;4.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;7;mq;2100;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20220718000000;101620;80;2;80;8.900000;300.150000;295.950000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101300;mq;mq;100;mq;298.450000;mq;304.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20220718000000;101700;90;3;60;3.900000;300.950000;295.650000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101190;mq;mq;60;mq;300.350000;mq;304.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20220718000000;101640;90;2;110;3.600000;300.050000;296.350000;80;35000;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;70;mq;mq;304.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20220718000000;101570;70;1;110;5.900000;300.350000;296.150000;78;28910;0;mq;mq;mq;5;800;mq;mq;mq;101480;mq;mq;110;304.750000;mq;304.750000;mq;mq;mq;mq;8.000000;9.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;810;5;mq;990;mq;mq;mq;mq;mq;mq;
81401;20220718000000;101290;180;3;40;0.900000;298.150000;297.250000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101230;mq;mq;70;mq;296.950000;mq;305.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20220718000000;101330;120;2;160;1.000000;299.950000;297.050000;84;58780;0;mq;mq;90;1;800;mq;mq;mq;101240;mq;mq;110;305.050000;mq;305.050000;mq;300.450000;mq;mq;1.400000;3.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;750;7;mq;4740;7;mq;5940;mq;mq;mq;
81408;20220718000000;101360;130;1;200;0.800000;297.250000;296.750000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101280;mq;mq;180;mq;296.350000;mq;305.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;11.100000;14.700000;14.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20220718000000;mq;mq;mq;10;0.600000;299.250000;298.750000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;296.950000;mq;306.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20220718000000;98130;70;3;140;2.100000;248.450000;244.550000;67;30000;2;1;1;25;1;1750;35;20;11;97550;mq;mq;mq;247.650000;mq;253.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;6;1800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20220719000000;101680;-80;8;110;2.600000;297.350000;282.850000;40;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100850;mq;mq;-620;mq;mq;mq;mq;293.150000;mq;mq;4.200000;4.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20220719000000;101760;-70;8;70;1.500000;297.150000;284.850000;46;45360;0;mq;mq;mq;0;mq;mq;mq;mq;101220;mq;mq;-600;mq;mq;mq;mq;291.150000;mq;mq;1.900000;1.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20220719000000;101250;-140;6;90;5.100000;295.750000;287.850000;61;16000;2;0;mq;0;0;mq;30;20;10;101150;mq;mq;-810;mq;mq;mq;mq;mq;mq;mq;7.200000;7.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20220719000000;101450;-90;8;120;3.500000;296.850000;283.850000;44;34360;0;mq;mq;mq;0;mq;mq;mq;mq;100680;mq;mq;-670;mq;mq;mq;mq;295.350000;mq;mq;3.900000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20220719000000;101610;-80;8;100;4.200000;299.550000;281.950000;33;24910;0;mq;mq;mq;0;mq;mq;mq;mq;99820;mq;mq;-620;mq;mq;mq;mq;294.950000;mq;mq;5.400000;6.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20220719000000;101810;-60;8;110;1.500000;287.850000;284.050000;78;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100680;mq;mq;-510;mq;mq;mq;mq;287.550000;mq;mq;1.800000;1.800000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20220719000000;101060;-120;6;210;1.700000;295.050000;287.650000;63;38620;0;mq;mq;mq;0;mq;mq;mq;mq;99930;mq;mq;-850;mq;mq;mq;mq;289.050000;mq;mq;2.300000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20220719000000;101040;-140;7;120;4.100000;302.250000;284.750000;34;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100380;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.700000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20220719000000;101220;-90;8;110;4.100000;301.050000;284.150000;35;25810;0;mq;mq;mq;0;mq;mq;mq;mq;100800;mq;mq;-810;mq;mq;mq;mq;mq;mq;mq;8.200000;8.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20220719000000;101490;-80;8;20;2.700000;297.450000;284.450000;44;19610;0;mq;mq;mq;0;mq;mq;mq;mq;99830;mq;mq;-670;mq;mq;mq;mq;294.750000;mq;mq;3.900000;4.300000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20220719000000;101640;-90;8;60;1.300000;299.950000;282.750000;34;41400;0;mq;mq;mq;0;mq;mq;mq;mq;100610;mq;mq;-620;mq;mq;mq;mq;mq;mq;mq;2.400000;3.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20220719000000;101740;-70;8;150;1.600000;293.950000;284.250000;54;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100360;mq;mq;-530;mq;mq;mq;mq;289.850000;mq;mq;1.900000;2.900000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20220719000000;101860;-90;8;130;1.600000;295.950000;282.350000;42;25390;0;mq;mq;mq;0;mq;mq;mq;mq;97860;mq;mq;-450;mq;mq;mq;mq;mq;mq;mq;2.400000;5.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20220719000000;101950;-40;8;340;0.800000;291.750000;284.350000;62;48980;0;mq;mq;mq;0;mq;mq;mq;mq;100180;mq;mq;-440;mq;mq;mq;mq;287.850000;mq;mq;1.200000;2.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20220719000000;101130;10;3;190;4.500000;299.450000;289.350000;54;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100640;mq;mq;-720;mq;mq;mq;mq;mq;mq;mq;6.500000;12.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20220719000000;101110;-90;8;100;4.400000;303.450000;284.950000;32;60000;0;mq;mq;mq;0;mq;mq;mq;mq;100820;mq;mq;-800;mq;mq;mq;mq;mq;mq;mq;6.500000;7.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20220719000000;101450;-60;7;80;4.200000;297.750000;285.350000;46;57180;0;mq;mq;mq;0;mq;mq;mq;mq;100160;mq;mq;-660;mq;mq;mq;mq;297.050000;mq;mq;5.200000;5.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20220719000000;101560;-50;8;80;2.800000;297.050000;286.850000;53;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99660;mq;mq;-570;mq;mq;mq;mq;294.550000;mq;mq;3.800000;4.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20220719000000;101750;-20;5;330;3.000000;296.550000;283.550000;44;27330;0;mq;mq;mq;2;4080;mq;mq;mq;99220;mq;mq;-450;mq;mq;mq;mq;293.550000;mq;mq;4.600000;4.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;4080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20220719000000;101950;-40;7;220;0.600000;291.350000;286.250000;72;22590;0;mq;mq;mq;0;mq;mq;mq;mq;98770;mq;mq;-410;mq;mq;mq;mq;289.150000;mq;mq;0.800000;1.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20220719000000;101340;-60;8;110;3.600000;301.250000;285.150000;37;60000;0;mq;mq;mq;0;mq;mq;mq;mq;99980;mq;mq;-660;mq;mq;mq;mq;297.550000;mq;mq;6.400000;8.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20220719000000;101420;-50;8;80;2.000000;299.650000;285.650000;42;48630;0;mq;mq;mq;0;mq;mq;mq;mq;96910;mq;mq;-450;mq;mq;mq;mq;294.350000;mq;mq;3.000000;3.700000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
