id_compteur;nom_compteur;id;name;sum_counts;date;installation_date;coordinates;counter;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;27.0;2022-11-11T16:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;15.0;2022-11-11T00:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;15.0;2022-11-11T01:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;12.0;2022-11-11T08:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;11.0;2022-11-11T10:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;25.0;2022-11-11T11:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;19.0;2022-11-11T13:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;30.0;2022-11-11T14:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;35.0;2022-11-11T18:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;18.0;2022-11-11T21:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;8.0;2022-11-11T22:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;9.0;2022-11-11T02:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;9.0;2022-11-11T03:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;20.0;2022-11-11T12:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;38.0;2022-11-11T17:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;23.0;2022-11-11T19:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;16.0;2022-11-11T20:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047534-101047534;16 avenue de la Porte des Ternes E-O;100047534;16 avenue de la Porte des Ternes;11.0;2022-11-11T23:00:00+01:00;2018-11-29;48.88156,2.28122;Y2H20032437;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;35.0;2022-11-11T00:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;17.0;2022-11-11T02:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;6.0;2022-11-11T05:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;16.0;2022-11-11T07:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;88.0;2022-11-11T12:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;84.0;2022-11-11T14:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;63.0;2022-11-11T18:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;21.0;2022-11-11T01:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;11.0;2022-11-11T03:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;11.0;2022-11-11T06:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;80.0;2022-11-11T10:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;59.0;2022-11-11T13:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;77.0;2022-11-11T15:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;75.0;2022-11-11T16:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;19.0;2022-11-11T22:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;9.0;2022-11-11T04:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;45.0;2022-11-11T08:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;57.0;2022-11-11T09:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;68.0;2022-11-11T11:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;81.0;2022-11-11T17:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;70.0;2022-11-11T19:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;49.0;2022-11-11T20:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;34.0;2022-11-11T21:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047535-101047535;Pont du Garigliano NO-SE;100047535;Pont du Garigliano;28.0;2022-11-11T23:00:00+01:00;2018-11-28;48.83994,2.26692;Y2H18086311;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;54.0;2022-11-11T03:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;46.0;2022-11-11T07:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;86.0;2022-11-11T08:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;115.0;2022-11-11T09:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;221.0;2022-11-11T14:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;310.0;2022-11-11T17:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;340.0;2022-11-11T18:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;190.0;2022-11-11T22:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;170.0;2022-11-11T23:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;206.0;2022-11-11T01:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;133.0;2022-11-11T02:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;140.0;2022-11-11T10:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;208.0;2022-11-11T13:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;257.0;2022-11-11T16:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;191.0;2022-11-11T21:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;342.0;2022-11-11T00:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;44.0;2022-11-11T04:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;32.0;2022-11-11T05:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;24.0;2022-11-11T06:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;176.0;2022-11-11T11:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;205.0;2022-11-11T12:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;282.0;2022-11-11T15:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;369.0;2022-11-11T19:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047536-101047536;102 boulevard de Magenta SE-NO;100047536;102 boulevard de Magenta;277.0;2022-11-11T20:00:00+01:00;2018-11-29;48.87769,2.35475;Y2H18086312;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T00:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T07:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T12:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T15:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T16:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T22:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T02:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T06:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T11:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T13:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T19:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T01:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T03:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T04:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T05:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T08:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T09:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T10:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T14:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T17:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T18:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T20:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T21:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047537-101047537;26 boulevard de Ménilmontant SE-NO;100047537;26 boulevard de Ménilmontant;0.0;2022-11-11T23:00:00+01:00;2018-11-30;48.86057,2.38886;Y2H19068860;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;5.0;2022-11-11T01:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;3.0;2022-11-11T02:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;2.0;2022-11-11T05:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;42.0;2022-11-11T10:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;28.0;2022-11-11T11:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;41.0;2022-11-11T12:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;22.0;2022-11-11T13:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;64.0;2022-11-11T15:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;32.0;2022-11-11T18:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;8.0;2022-11-11T00:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;1.0;2022-11-11T03:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;1.0;2022-11-11T04:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;5.0;2022-11-11T06:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;10.0;2022-11-11T07:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;30.0;2022-11-11T09:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;48.0;2022-11-11T14:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;46.0;2022-11-11T17:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;27.0;2022-11-11T20:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;12.0;2022-11-11T22:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;7.0;2022-11-11T23:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;16.0;2022-11-11T08:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;50.0;2022-11-11T16:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;32.0;2022-11-11T19:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047538-101047538;Face au 16 avenue de la  Porte des Ternes O-E;100047538;Face au 16 avenue de la  Porte des Ternes;15.0;2022-11-11T21:00:00+01:00;2018-11-28;48.88168,2.28113;Y2H18086314;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;17.0;2022-11-11T01:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;15.0;2022-11-11T02:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;2.0;2022-11-11T03:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;0.0;2022-11-11T08:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;0.0;2022-11-11T11:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;0.0;2022-11-11T13:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;51.0;2022-11-11T19:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;19.0;2022-11-11T23:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;25.0;2022-11-11T00:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;0.0;2022-11-11T06:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;0.0;2022-11-11T10:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;0.0;2022-11-11T12:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;1.0;2022-11-11T14:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;67.0;2022-11-11T17:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;32.0;2022-11-11T20:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;0.0;2022-11-11T04:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;0.0;2022-11-11T05:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;0.0;2022-11-11T07:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;0.0;2022-11-11T09:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;8.0;2022-11-11T15:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;46.0;2022-11-11T16:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;53.0;2022-11-11T18:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;28.0;2022-11-11T21:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047539-101047539;21 boulevard Auguste Blanqui SO-NE;100047539;21 boulevard Auguste Blanqui;28.0;2022-11-11T22:00:00+01:00;2018-12-05;48.83043,2.35335;Y2H18086315;
100047540-101047540;72 boulevard Richard Lenoir S-N;100047540;72 boulevard Richard Lenoir;100.0;2022-11-11T01:00:00+01:00;2018-12-05;48.86077,2.37305;Y2H16110952;
100047540-101047540;72 boulevard Richard Lenoir S-N;100047540;72 boulevard Richard Lenoir;77.0;2022-11-11T02:00:00+01:00;2018-12-05;48.86077,2.37305;Y2H16110952;
100047540-101047540;72 boulevard Richard Lenoir S-N;100047540;72 boulevard Richard Lenoir;30.0;2022-11-11T04:00:00+01:00;2018-12-05;48.86077,2.37305;Y2H16110952;
100047540-101047540;72 boulevard Richard Lenoir S-N;100047540;72 boulevard Richard Lenoir;18.0;2022-11-11T06:00:00+01:00;2018-12-05;48.86077,2.37305;Y2H16110952;
100047540-101047540;72 boulevard Richard Lenoir S-N;100047540;72 boulevard Richard Lenoir;18.0;2022-11-11T07:00:00+01:00;2018-12-05;48.86077,2.37305;Y2H16110952;
100047540-101047540;72 boulevard Richard Lenoir S-N;100047540;72 boulevard Richard Lenoir;123.0;2022-11-11T11:00:00+01:00;2018-12-05;48.86077,2.37305;Y2H16110952;
100047540-101047540;72 boulevard Richard Lenoir S-N;100047540;72 boulevard Richard Lenoir;157.0;2022-11-11T14:00:00+01:00;2018-12-05;48.86077,2.37305;Y2H16110952;
100047540-101047540;72 boulevard Richard Lenoir S-N;100047540;72 boulevard Richard Lenoir;192.0;2022-11-11T15:00:00+01:00;2018-12-05;48.86077,2.37305;Y2H16110952;
100047540-101047540;72 boulevard Richard Lenoir S-N;100047540;72 boulevard Richard Lenoir;267.0;2022-11-11T19:00:00+01:00;2018-12-05;48.86077,2.37305;Y2H16110952;
100047540-101047540;72 boulevard Richard Lenoir S-N;100047540;72 boulevard Richard Lenoir;137.0;2022-11-11T21:00:00+01:00;2018-12-05;48.86077,2.37305;Y2H16110952;
100047540-101047540;72 boulevard Richard Lenoir S-N;100047540;72 boulevard Richard Lenoir;103.0;2022-11-11T23:00:00+01:00;2018-12-05;48.86077,2.37305;Y2H16110952;
