id_compteur;nom_compteur;id;name;sum_counts;date;installation_date;coordinates;counter;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;97.0;2022-11-11T20:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;41.0;2022-11-11T21:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;39.0;2022-11-11T00:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;26.0;2022-11-11T02:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;129.0;2022-11-11T19:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;52.0;2022-11-11T22:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;20.0;2022-11-11T04:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;27.0;2022-11-11T05:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;39.0;2022-11-11T07:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;48.0;2022-11-11T08:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;96.0;2022-11-11T09:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;112.0;2022-11-11T10:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;135.0;2022-11-11T11:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;111.0;2022-11-11T13:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;120.0;2022-11-11T15:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;142.0;2022-11-11T16:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;125.0;2022-11-11T17:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;159.0;2022-11-11T18:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056032-101056032;87 avenue de Flandre NE-SO;100056032;87 avenue de Flandre;49.0;2022-11-11T23:00:00+01:00;2019-11-05;48.88926,2.37472;Y2H19070334;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;115.0;2022-11-11T00:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;57.0;2022-11-11T02:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;26.0;2022-11-11T08:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;27.0;2022-11-11T09:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;61.0;2022-11-11T12:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;104.0;2022-11-11T15:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;91.0;2022-11-11T21:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;116.0;2022-11-11T22:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;17.0;2022-11-11T04:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;49.0;2022-11-11T10:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;54.0;2022-11-11T11:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;106.0;2022-11-11T16:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;104.0;2022-11-11T18:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;106.0;2022-11-11T19:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;80.0;2022-11-11T01:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;25.0;2022-11-11T03:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;14.0;2022-11-11T05:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;14.0;2022-11-11T06:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;18.0;2022-11-11T07:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;81.0;2022-11-11T13:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;83.0;2022-11-11T14:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;88.0;2022-11-11T17:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;100.0;2022-11-11T20:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056034-101056034;72 avenue de Flandre SO-NE;100056034;72 avenue de Flandre;102.0;2022-11-11T23:00:00+01:00;2019-11-13;48.889046,2.374872;Y2H19070336;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T00:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T06:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T07:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T08:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T11:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T12:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T13:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T14:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T17:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T19:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T20:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T01:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T02:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T04:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T10:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T03:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T05:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T09:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T15:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T16:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T18:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T21:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T22:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056036-101056036;2 avenue de la Porte de Bagnolet O-E;100056036;2 avenue de la Porte de Bagnolet;0.0;2022-11-11T23:00:00+01:00;2019-11-14;48.86451,2.40932;X2H20093888;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;46.0;2022-11-11T00:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;11.0;2022-11-11T04:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;6.0;2022-11-11T05:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;17.0;2022-11-11T07:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;0.0;2022-11-11T12:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;143.0;2022-11-11T17:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;109.0;2022-11-11T18:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;29.0;2022-11-11T23:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;45.0;2022-11-11T01:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;27.0;2022-11-11T02:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;8.0;2022-11-11T03:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;6.0;2022-11-11T08:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;53.0;2022-11-11T13:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;92.0;2022-11-11T15:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;128.0;2022-11-11T16:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;90.0;2022-11-11T19:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;4.0;2022-11-11T06:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;0.0;2022-11-11T09:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;0.0;2022-11-11T10:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;0.0;2022-11-11T11:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;104.0;2022-11-11T14:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;60.0;2022-11-11T20:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;28.0;2022-11-11T21:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056038-101056038;44 avenue des Champs Elysées SE-NO;100056038;44 avenue des Champs Elysées;43.0;2022-11-11T22:00:00+01:00;2019-10-30;48.86999,2.30743;Y2H19070341;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;39.0;2022-11-11T01:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;6.0;2022-11-11T06:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;19.0;2022-11-11T08:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;26.0;2022-11-11T10:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;46.0;2022-11-11T12:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;97.0;2022-11-11T15:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;66.0;2022-11-11T16:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;57.0;2022-11-11T21:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;73.0;2022-11-11T00:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;30.0;2022-11-11T02:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;11.0;2022-11-11T07:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;31.0;2022-11-11T09:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;81.0;2022-11-11T17:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;50.0;2022-11-11T22:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;23.0;2022-11-11T03:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;20.0;2022-11-11T04:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;10.0;2022-11-11T05:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;47.0;2022-11-11T11:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;53.0;2022-11-11T13:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;63.0;2022-11-11T14:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;70.0;2022-11-11T18:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;77.0;2022-11-11T19:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;64.0;2022-11-11T20:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056039-101056039;180 avenue d'Italie N-S;100056039;180 avenue d'Italie;35.0;2022-11-11T23:00:00+01:00;2019-12-11;48.82048,2.35873;Y2H19070342;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;26.0;2022-11-11T00:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;5.0;2022-11-11T04:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;7.0;2022-11-11T06:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;35.0;2022-11-11T08:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;50.0;2022-11-11T12:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;55.0;2022-11-11T13:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;42.0;2022-11-11T15:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;63.0;2022-11-11T16:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;71.0;2022-11-11T18:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;30.0;2022-11-11T21:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;18.0;2022-11-11T22:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;10.0;2022-11-11T23:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;1.0;2022-11-11T02:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;4.0;2022-11-11T03:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;4.0;2022-11-11T05:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;50.0;2022-11-11T10:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;61.0;2022-11-11T17:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;68.0;2022-11-11T19:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;53.0;2022-11-11T20:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;7.0;2022-11-11T01:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;10.0;2022-11-11T07:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;42.0;2022-11-11T09:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;49.0;2022-11-11T11:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056040-101056040;129 rue Lecourbe SO-NE;100056040;129 rue Lecourbe;67.0;2022-11-11T14:00:00+01:00;2019-10-30;48.84222,2.30102;Y2H21015067;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;18.0;2022-11-11T00:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;11.0;2022-11-11T01:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;10.0;2022-11-11T02:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;13.0;2022-11-11T05:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;21.0;2022-11-11T07:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;63.0;2022-11-11T10:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;73.0;2022-11-11T11:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;56.0;2022-11-11T13:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;32.0;2022-11-11T16:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;126.0;2022-11-11T17:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;99.0;2022-11-11T18:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;65.0;2022-11-11T19:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;9.0;2022-11-11T03:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;42.0;2022-11-11T08:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;56.0;2022-11-11T09:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;82.0;2022-11-11T12:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;79.0;2022-11-11T15:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;15.0;2022-11-11T21:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
100056041-101056041;147 avenue d'Italie S-N;100056041;147 avenue d'Italie;6.0;2022-11-11T04:00:00+01:00;2019-12-10;48.82009,2.3588;Y2H19070344;
