time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;P
3.603;0.06;-0.21;0.99;-0.07;-0.48;-0.09;-0.09;-0.05;-0.19;0.00
3.604;-0.05;-0.28;1.00;-0.07;-0.48;-0.09;-0.09;-0.05;-0.19;0.00
3.605;-0.02;-0.31;0.99;-0.07;-0.48;-0.09;-0.09;-0.05;-0.19;0.00
3.606;-0.02;-0.49;1.00;-0.07;-0.48;-0.09;-0.09;-0.05;-0.19;0.00
3.635;-0.02;-0.49;1.00;-0.07;-0.48;-0.09;-0.04;0.02;0.00;0.00
3.644;-0.02;-0.42;1.01;-0.07;-0.48;-0.09;-0.04;0.02;0.00;0.00
3.645;-0.07;-0.49;0.99;-0.07;-0.48;-0.09;-0.04;0.02;0.00;0.00
3.645;-0.07;-0.49;0.99;-0.60;-3.60;0.01;-0.04;0.02;0.00;0.00
3.693;-0.07;-0.49;0.99;-0.60;-3.60;0.01;-0.01;-0.01;0.20;0.00
3.706;-0.07;-0.49;0.99;-0.58;-4.88;0.05;-0.01;-0.01;0.20;0.00
3.717;0.00;-0.56;1.01;-0.58;-4.88;0.05;-0.01;-0.01;0.20;0.00
3.718;0.01;-0.55;0.99;-0.58;-4.88;0.05;-0.01;-0.01;0.20;0.00
3.719;-0.03;-0.53;0.99;-0.58;-4.88;0.05;-0.01;-0.01;0.20;0.00
3.754;-0.03;-0.53;0.99;-0.58;-4.88;0.05;-0.01;0.02;-0.03;0.00
3.764;-0.03;-0.53;0.99;-0.89;-4.34;-0.00;-0.01;0.02;-0.03;0.00
3.788;-0.09;-0.42;0.99;-0.89;-4.34;-0.00;-0.01;0.02;-0.03;0.00
3.789;-0.08;-0.27;1.00;-0.89;-4.34;-0.00;-0.01;0.02;-0.03;0.00
3.79;0.03;-0.02;1.00;-0.89;-4.34;-0.00;-0.01;0.02;-0.03;0.00
3.791;0.03;-0.00;1.00;-0.89;-4.34;-0.00;-0.01;0.02;-0.03;0.00
3.813;0.03;-0.00;1.00;-0.89;-4.34;-0.00;0.00;-0.01;-0.00;0.00
3.825;0.03;-0.00;1.00;-0.01;-0.07;0.01;0.00;-0.01;-0.00;0.00
3.857;0.04;-0.00;1.00;-0.01;-0.07;0.01;0.00;-0.01;-0.00;0.00
3.859;0.03;-0.03;1.00;-0.01;-0.07;0.01;0.00;-0.01;-0.00;0.00
3.859;0.02;-0.02;1.00;-0.01;-0.07;0.01;0.00;-0.01;-0.00;0.00
3.874;0.02;-0.02;1.00;-0.01;-0.07;0.01;-0.00;0.00;0.00;0.00
3.885;0.02;-0.02;1.00;-0.01;-0.04;0.00;-0.00;0.00;0.00;0.00
3.926;0.03;-0.00;1.00;-0.01;-0.04;0.00;-0.00;0.00;0.00;0.00
3.927;0.03;-0.02;1.00;-0.01;-0.04;0.00;-0.00;0.00;0.00;0.00
3.927;0.02;-0.03;1.00;-0.01;-0.04;0.00;-0.00;0.00;0.00;0.00
3.928;0.03;-0.01;1.00;-0.01;-0.04;0.00;-0.00;0.00;0.00;0.00
3.934;0.03;-0.01;1.00;-0.01;-0.04;0.00;-0.00;0.00;-0.00;0.00
3.944;0.03;-0.01;1.00;-0.02;-0.04;0.00;-0.00;0.00;-0.00;0.00
3.995;0.03;-0.01;1.00;-0.02;-0.04;0.00;-0.00;0.01;0.00;0.00
3.997;0.03;-0.01;1.00;-0.02;-0.04;0.00;-0.00;0.01;0.00;0.00
3.998;0.03;-0.02;1.00;-0.02;-0.04;0.00;-0.00;0.01;0.00;0.00
3.999;0.03;-0.02;1.00;-0.02;-0.04;0.00;-0.00;0.01;0.00;0.00
4.008;0.03;-0.02;1.00;-0.00;-0.04;0.00;-0.00;0.01;0.00;0.00
4.055;0.03;-0.02;1.00;-0.00;-0.04;0.00;-0.00;0.00;0.00;0.00
4.066;0.03;-0.02;1.00;-0.01;-0.03;0.01;-0.00;0.00;0.00;0.00
4.068;0.03;-0.01;1.00;-0.01;-0.03;0.01;-0.00;0.00;0.00;0.00
4.069;0.03;-0.02;1.00;-0.01;-0.03;0.01;-0.00;0.00;0.00;0.00
4.069;0.03;-0.02;1.00;-0.01;-0.03;0.01;-0.00;0.00;0.00;0.00
4.07;0.03;-0.01;1.00;-0.01;-0.03;0.01;-0.00;0.00;0.00;0.00
4.116;0.03;-0.01;1.00;-0.01;-0.03;0.01;0.00;-0.00;-0.00;0.00
4.126;0.03;-0.01;1.00;-0.01;-0.03;-0.00;0.00;-0.00;-0.00;0.00
4.138;0.03;-0.01;1.00;-0.01;-0.03;-0.00;0.00;-0.00;-0.00;0.00
4.139;0.03;-0.02;1.00;-0.01;-0.03;-0.00;0.00;-0.00;-0.00;0.00
4.14;0.03;-0.02;1.00;-0.01;-0.03;-0.00;0.00;-0.00;-0.00;0.00
4.177;0.03;-0.02;1.00;-0.01;-0.03;-0.00;-0.00;0.00;0.00;0.00
4.187;0.03;-0.02;1.00;-0.00;-0.03;-0.00;-0.00;0.00;0.00;0.00
4.208;0.03;-0.01;1.00;-0.00;-0.03;-0.00;-0.00;0.00;0.00;0.00
4.208;0.03;-0.02;1.00;-0.00;-0.03;-0.00;-0.00;0.00;0.00;0.00
4.209;0.03;-0.02;1.00;-0.00;-0.03;-0.00;-0.00;0.00;0.00;0.00
4.209;0.03;-0.01;1.00;-0.00;-0.03;-0.00;-0.00;0.00;0.00;0.00
4.237;0.03;-0.01;1.00;-0.00;-0.03;-0.00;0.00;-0.00;0.00;0.00
4.247;0.03;-0.01;1.00;-0.00;-0.01;-0.00;0.00;-0.00;0.00;0.00
4.28;0.03;-0.01;1.00;-0.00;-0.01;-0.00;0.00;-0.00;0.00;0.00
4.282;0.03;-0.02;1.00;-0.00;-0.01;-0.00;0.00;-0.00;0.00;0.00
4.283;0.03;-0.02;1.00;-0.00;-0.01;-0.00;0.00;-0.00;0.00;0.00
4.297;0.03;-0.02;1.00;-0.00;-0.01;-0.00;-0.00;-0.00;-0.00;0.00
4.31;0.03;-0.02;1.00;-0.00;-0.02;0.00;-0.00;-0.00;-0.00;0.00
4.348;0.03;-0.01;1.00;-0.00;-0.02;0.00;-0.00;-0.00;-0.00;0.00
4.35;0.03;-0.02;1.00;-0.00;-0.02;0.00;-0.00;-0.00;-0.00;0.00
4.35;0.03;-0.02;1.00;-0.00;-0.02;0.00;-0.00;-0.00;-0.00;0.00
4.351;0.03;-0.01;1.00;-0.00;-0.02;0.00;-0.00;-0.00;-0.00;0.00
4.359;0.03;-0.01;1.00;-0.00;-0.02;0.00;-0.00;0.00;-0.00;0.00
4.367;0.03;-0.01;1.00;0.00;-0.01;-0.01;-0.00;0.00;-0.00;0.00
4.422;0.03;-0.01;1.00;0.00;-0.01;-0.01;-0.00;0.00;0.00;0.00
4.424;0.03;-0.01;1.00;0.00;-0.01;-0.01;-0.00;0.00;0.00;0.00
4.425;0.03;-0.02;1.00;0.00;-0.01;-0.01;-0.00;0.00;0.00;0.00
4.426;0.03;-0.02;1.00;0.00;-0.01;-0.01;-0.00;0.00;0.00;0.00
4.434;0.03;-0.02;1.00;-0.00;-0.01;0.01;-0.00;0.00;0.00;0.00
4.478;0.03;-0.02;1.00;-0.00;-0.01;0.01;-0.00;-0.00;0.00;0.00
4.487;0.03;-0.01;1.00;-0.00;-0.01;0.01;-0.00;-0.00;0.00;0.00
4.487;0.03;-0.02;1.00;-0.00;-0.01;0.01;-0.00;-0.00;0.00;0.00
4.488;0.03;-0.02;1.00;-0.00;-0.01;0.01;-0.00;-0.00;0.00;0.00
4.488;0.03;-0.01;1.00;-0.00;-0.01;0.01;-0.00;-0.00;0.00;0.00
4.489;0.03;-0.01;1.00;-0.00;-0.02;-0.01;-0.00;-0.00;0.00;0.00
4.538;0.03;-0.01;1.00;-0.00;-0.02;-0.01;-0.00;0.00;-0.00;0.00
4.548;0.03;-0.01;1.00;-0.00;-0.01;0.00;-0.00;0.00;-0.00;0.00
4.555;0.03;-0.02;1.00;-0.00;-0.01;0.00;-0.00;0.00;-0.00;0.00
4.556;0.03;-0.02;1.00;-0.00;-0.01;0.00;-0.00;0.00;-0.00;0.00
4.557;0.03;-0.02;1.00;-0.00;-0.01;0.00;-0.00;0.00;-0.00;0.00
4.598;0.03;-0.02;1.00;-0.00;-0.01;0.00;-0.00;0.00;0.00;0.00
4.609;0.03;-0.02;1.00;-0.01;-0.01;0.00;-0.00;0.00;0.00;0.00
4.63;0.03;-0.01;1.00;-0.01;-0.01;0.00;-0.00;0.00;0.00;0.00
4.632;0.02;-0.02;1.00;-0.01;-0.01;0.00;-0.00;0.00;0.00;0.00
4.633;0.03;-0.01;1.00;-0.01;-0.01;0.00;-0.00;0.00;0.00;0.00
4.634;0.03;-0.01;1.00;-0.01;-0.01;0.00;-0.00;0.00;0.00;0.00
4.659;0.03;-0.01;1.00;-0.01;-0.01;0.00;-0.00;0.00;0.00;0.00
4.669;0.03;-0.01;1.00;0.00;-0.01;-0.00;-0.00;0.00;0.00;0.00
4.698;0.03;-0.02;1.00;0.00;-0.01;-0.00;-0.00;0.00;0.00;0.00
4.699;0.03;-0.02;1.00;0.00;-0.01;-0.00;-0.00;0.00;0.00;0.00
4.7;0.03;-0.02;1.00;0.00;-0.01;-0.00;-0.00;0.00;0.00;0.00
4.719;0.03;-0.02;1.00;0.00;-0.01;-0.00;0.00;-0.00;-0.00;0.00
4.732;0.03;-0.02;1.00;0.00;-0.01;0.01;0.00;-0.00;-0.00;0.00
4.768;0.03;-0.01;1.00;0.00;-0.01;0.01;0.00;-0.00;-0.00;0.00
4.77;0.03;-0.02;1.00;0.00;-0.01;0.01;0.00;-0.00;-0.00;0.00
4.771;0.03;-0.02;1.00;0.00;-0.01;0.01;0.00;-0.00;-0.00;0.00
4.771;0.03;-0.01;1.00;0.00;-0.01;0.01;0.00;-0.00;-0.00;0.00
4.78;0.03;-0.01;1.00;0.00;-0.01;0.01;-0.00;0.00;0.00;0.00
4.79;0.03;-0.01;1.00;-0.01;-0.00;0.00;-0.00;0.00;0.00;0.00
4.839;0.03;-0.02;1.00;-0.01;-0.00;0.00;-0.00;0.00;0.00;0.00
4.84;0.03;-0.01;1.00;-0.01;-0.00;0.00;-0.00;0.00;0.00;0.00
4.843;0.03;-0.01;1.00;-0.01;-0.00;0.00;-0.00;0.00;0.00;0.00
4.844;0.03;-0.01;1.00;-0.01;-0.00;0.00;0.00;-0.00;-0.00;0.00
4.854;0.03;-0.01;1.00;-0.01;0.00;-0.01;0.00;-0.00;-0.00;0.00
4.9;0.03;-0.01;1.00;-0.01;0.00;-0.01;0.00;-0.01;0.00;0.00
4.909;0.03;-0.01;1.00;-0.01;0.00;-0.01;0.00;-0.01;0.00;0.00
4.91;0.03;-0.02;1.00;-0.01;0.00;-0.01;0.00;-0.01;0.00;0.00
4.911;0.03;-0.01;1.00;-0.01;0.00;-0.01;0.00;-0.01;0.00;0.00
4.912;0.03;-0.01;1.00;-0.01;0.00;-0.01;0.00;-0.01;0.00;0.00
4.913;0.03;-0.01;1.00;-0.01;0.00;-0.00;0.00;-0.01;0.00;0.00
4.961;0.03;-0.01;1.00;-0.01;0.00;-0.00;0.00;0.00;-0.00;0.00
4.972;0.03;-0.01;1.00;-0.00;0.00;-0.00;0.00;0.00;-0.00;0.00
4.982;0.03;-0.02;1.00;-0.00;0.00;-0.00;0.00;0.00;-0.00;0.00
4.984;0.03;-0.02;1.00;-0.00;0.00;-0.00;0.00;0.00;-0.00;0.00
4.986;0.03;-0.02;1.00;-0.00;0.00;-0.00;0.00;0.00;-0.00;0.00
5.023;0.03;-0.02;1.00;-0.00;0.00;-0.00;0.00;-0.00;0.00;0.00
5.031;0.03;-0.02;1.00;-0.00;-0.02;0.00;0.00;-0.00;0.00;0.00
5.048;0.03;-0.01;1.00;-0.00;-0.02;0.00;0.00;-0.00;0.00;0.00
5.05;0.03;-0.02;1.00;-0.00;-0.02;0.00;0.00;-0.00;0.00;0.00
5.05;0.03;-0.02;1.00;-0.00;-0.02;0.00;0.00;-0.00;0.00;0.00
5.082;0.03;-0.02;1.00;-0.00;-0.02;0.00;0.00;0.00;-0.00;0.00
5.092;0.03;-0.02;1.00;-0.00;-0.00;0.00;0.00;0.00;-0.00;0.00
5.121;0.03;-0.01;1.00;-0.00;-0.00;0.00;0.00;0.00;-0.00;0.00
5.122;0.03;-0.01;1.00;-0.00;-0.00;0.00;0.00;0.00;-0.00;0.00
5.123;0.03;-0.02;1.00;-0.00;-0.00;0.00;0.00;0.00;-0.00;0.00
5.125;0.03;-0.01;1.00;-0.00;-0.00;0.00;0.00;0.00;-0.00;0.00
5.143;0.03;-0.01;1.00;-0.00;-0.00;0.00;0.00;0.00;-0.00;0.00
5.152;0.03;-0.01;1.00;0.01;0.00;0.02;0.00;0.00;-0.00;0.00
5.188;0.03;-0.01;1.00;0.01;0.00;0.02;0.00;0.00;-0.00;0.00
5.19;0.03;-0.02;1.00;0.01;0.00;0.02;0.00;0.00;-0.00;0.00
5.191;0.03;-0.01;1.00;0.01;0.00;0.02;0.00;0.00;-0.00;0.00
5.203;0.03;-0.01;1.00;0.01;0.00;0.02;-0.00;0.00;0.00;0.00
5.215;0.03;-0.01;1.00;0.00;0.00;0.01;-0.00;0.00;0.00;0.00
5.255;0.03;-0.01;1.00;0.00;0.00;0.01;-0.00;0.00;0.00;0.00
5.257;0.03;-0.01;1.00;0.00;0.00;0.01;-0.00;0.00;0.00;0.00
5.258;0.03;-0.02;1.00;0.00;0.00;0.01;-0.00;0.00;0.00;0.00
5.259;0.03;-0.02;1.00;0.00;0.00;0.01;-0.00;0.00;0.00;0.00
5.267;0.03;-0.02;1.00;0.00;0.00;0.01;0.00;-0.00;0.00;0.00
5.273;0.03;-0.02;1.00;-0.00;0.00;0.01;0.00;-0.00;0.00;0.00
5.327;0.03;-0.02;1.00;-0.00;0.00;0.01;0.00;-0.01;0.00;0.00
5.328;0.03;-0.01;1.00;-0.00;0.00;0.01;0.00;-0.01;0.00;0.00
5.329;0.03;-0.02;1.00;-0.00;0.00;0.01;0.00;-0.01;0.00;0.00
5.33;0.03;-0.02;1.00;-0.00;0.00;0.01;0.00;-0.01;0.00;0.00
5.333;0.03;-0.02;1.00;0.00;-0.00;-0.00;0.00;-0.01;0.00;0.00
5.384;0.03;-0.02;1.00;0.00;-0.00;-0.00;0.00;0.00;-0.00;0.00
5.397;0.03;-0.01;1.00;0.00;-0.00;-0.00;0.00;0.00;-0.00;0.00
5.398;0.03;-0.02;1.00;0.00;-0.00;-0.00;0.00;0.00;-0.00;0.00
5.399;0.03;-0.02;1.00;0.00;-0.00;-0.00;0.00;0.00;-0.00;0.00
5.4;0.03;-0.01;1.00;0.00;-0.00;-0.00;0.00;0.00;-0.00;0.00
5.401;0.03;-0.01;1.00;-0.00;-0.00;-0.00;0.00;0.00;-0.00;0.00
5.445;0.03;-0.01;1.00;-0.00;-0.00;-0.00;0.00;0.00;-0.00;0.00
5.454;0.03;-0.01;1.00;-0.00;-0.01;0.00;0.00;0.00;-0.00;0.00
5.468;0.03;-0.02;1.00;-0.00;-0.01;0.00;0.00;0.00;-0.00;0.00
5.47;0.03;-0.02;1.00;-0.00;-0.01;0.00;0.00;0.00;-0.00;0.00
5.471;0.03;-0.01;1.00;-0.00;-0.01;0.00;0.00;0.00;-0.00;0.00
5.504;0.03;-0.01;1.00;-0.00;-0.01;0.00;-0.00;0.00;0.00;0.00
5.515;0.03;-0.01;1.00;0.01;0.00;-0.01;-0.00;0.00;0.00;0.00
5.538;0.03;-0.01;1.00;0.01;0.00;-0.01;-0.00;0.00;0.00;0.00
5.539;0.03;-0.02;1.00;0.01;0.00;-0.01;-0.00;0.00;0.00;0.00
5.54;0.03;-0.02;1.00;0.01;0.00;-0.01;-0.00;0.00;0.00;0.00
5.541;0.03;-0.02;1.00;0.01;0.00;-0.01;-0.00;0.00;0.00;0.00
5.564;0.03;-0.02;1.00;0.01;0.00;-0.01;0.00;0.00;0.00;0.00
5.574;0.03;-0.02;1.00;-0.01;-0.01;0.01;0.00;0.00;0.00;0.00
5.608;0.03;-0.02;1.00;-0.01;-0.01;0.01;0.00;0.00;0.00;0.00
5.609;0.03;-0.01;1.00;-0.01;-0.01;0.01;0.00;0.00;0.00;0.00
5.61;0.03;-0.01;1.00;-0.01;-0.01;0.01;0.00;0.00;0.00;0.00
5.625;0.03;-0.01;1.00;-0.01;-0.01;0.01;0.00;-0.00;0.00;0.00
5.637;0.03;-0.01;1.00;0.01;0.01;-0.00;0.00;-0.00;0.00;0.00
5.678;0.03;-0.01;1.00;0.01;0.01;-0.00;0.00;-0.00;0.00;0.00
5.679;0.03;-0.01;1.00;0.01;0.01;-0.00;0.00;-0.00;0.00;0.00
5.68;0.03;-0.02;1.00;0.01;0.01;-0.00;0.00;-0.00;0.00;0.00
5.681;0.03;-0.01;1.00;0.01;0.01;-0.00;0.00;-0.00;0.00;0.00
5.693;0.03;-0.01;1.00;0.01;0.01;-0.00;0.00;-0.00;-0.00;0.00
5.709;0.03;-0.01;1.00;0.01;-0.00;-0.00;0.00;-0.00;-0.00;0.00
5.746;0.03;-0.01;1.00;0.01;-0.00;-0.00;0.00;-0.00;0.00;0.00
5.747;0.03;-0.02;1.00;0.01;-0.00;-0.00;0.00;-0.00;0.00;0.00
5.748;0.03;-0.02;1.00;0.01;-0.00;-0.00;0.00;-0.00;0.00;0.00
5.748;0.03;-0.02;1.00;0.01;-0.00;-0.00;0.00;-0.00;0.00;0.00
5.755;0.03;-0.02;1.00;0.00;-0.01;-0.00;0.00;-0.00;0.00;0.00
5.806;0.03;-0.02;1.00;0.00;-0.01;-0.00;0.00;-0.00;0.00;0.00
5.824;0.03;-0.02;1.00;0.00;-0.01;-0.00;0.00;-0.00;0.00;0.00
5.825;0.03;-0.01;1.00;0.00;-0.01;-0.00;0.00;-0.00;0.00;0.00
5.825;0.03;-0.01;1.00;0.00;-0.01;-0.00;0.00;-0.00;0.00;0.00
5.825;0.03;-0.01;1.00;0.00;-0.01;-0.00;0.00;-0.00;0.00;0.00
5.826;0.03;-0.01;1.00;0.00;-0.01;0.00;0.00;-0.00;0.00;0.00
5.867;0.03;-0.01;1.00;0.00;-0.01;0.00;0.00;-0.01;0.00;0.00
5.876;0.03;-0.01;1.00;-0.01;-0.00;0.01;0.00;-0.01;0.00;0.00
5.887;0.03;-0.02;1.00;-0.01;-0.00;0.01;0.00;-0.01;0.00;0.00
5.888;0.03;-0.01;1.00;-0.01;-0.00;0.01;0.00;-0.01;0.00;0.00
5.889;0.03;-0.02;1.00;-0.01;-0.00;0.01;0.00;-0.01;0.00;0.00
5.926;0.03;-0.02;1.00;-0.01;-0.00;0.01;-0.00;0.00;0.00;0.00
5.937;0.03;-0.02;1.00;-0.00;0.00;-0.00;-0.00;0.00;0.00;0.00
5.961;0.03;-0.02;1.00;-0.00;0.00;-0.00;-0.00;0.00;0.00;0.00
5.963;0.03;-0.01;1.00;-0.00;0.00;-0.00;-0.00;0.00;0.00;0.00
5.963;0.03;-0.01;1.00;-0.00;0.00;-0.00;-0.00;0.00;0.00;0.00
5.963;0.03;-0.02;1.00;-0.00;0.00;-0.00;-0.00;0.00;0.00;0.00
5.986;0.03;-0.02;1.00;-0.00;0.00;-0.00;-0.00;0.01;0.00;0.00
5.997;0.03;-0.02;1.00;0.01;-0.01;0.00;-0.00;0.01;0.00;0.00
6.027;0.03;-0.02;1.00;0.01;-0.01;0.00;-0.00;0.01;0.00;0.00
6.028;0.03;-0.01;1.00;0.01;-0.01;0.00;-0.00;0.01;0.00;0.00
6.028;0.03;-0.01;1.00;0.01;-0.01;0.00;-0.00;0.01;0.00;0.00
6.047;0.03;-0.01;1.00;0.01;-0.01;0.00;0.00;-0.00;0.00;0.00
6.057;0.03;-0.01;1.00;-0.00;0.00;0.00;0.00;-0.00;0.00;0.00
6.1;0.03;-0.02;1.00;-0.00;0.00;0.00;0.00;-0.00;0.00;0.00
6.101;0.03;-0.01;1.00;-0.00;0.00;0.00;0.00;-0.00;0.00;0.00
6.103;0.03;-0.01;1.00;-0.00;0.00;0.00;0.00;-0.00;0.00;0.00
6.104;0.03;-0.02;1.00;-0.00;0.00;0.00;0.00;-0.00;0.00;0.00
6.114;0.03;-0.02;1.00;-0.00;0.00;0.00;0.00;-0.01;-0.00;0.00
6.118;0.03;-0.02;1.00;-0.00;0.00;-0.01;0.00;-0.01;-0.00;0.00
6.168;0.03;-0.02;1.00;-0.00;0.00;-0.01;0.00;-0.01;-0.00;0.00
6.169;0.03;-0.01;1.00;-0.00;0.00;-0.01;0.00;-0.01;-0.00;0.00
6.17;0.03;-0.01;1.00;-0.00;0.00;-0.01;0.00;-0.01;-0.00;0.00
6.171;0.03;-0.01;1.00;-0.00;0.00;-0.01;0.00;0.00;-0.00;0.00
6.179;0.03;-0.01;1.00;0.01;0.00;-0.01;0.00;0.00;-0.00;0.00
6.229;0.03;-0.01;1.00;0.01;0.00;-0.01;-0.00;0.00;0.00;0.00
6.243;0.03;-0.02;1.00;0.01;0.00;-0.01;-0.00;0.00;0.00;0.00
6.244;0.03;-0.01;1.00;0.01;0.00;-0.01;-0.00;0.00;0.00;0.00
6.244;0.03;-0.01;1.00;0.01;0.00;-0.01;-0.00;0.00;0.00;0.00
6.245;0.03;-0.02;1.00;0.01;0.00;-0.01;-0.00;0.00;0.00;0.00
6.245;0.03;-0.02;1.00;0.01;0.00;-0.00;-0.00;0.00;0.00;0.00
6.289;0.03;-0.02;1.00;0.01;0.00;-0.00;-0.00;0.01;0.00;0.00
6.301;0.03;-0.02;1.00;0.01;-0.01;0.01;-0.00;0.01;0.00;0.00
6.306;0.03;-0.02;1.00;0.01;-0.01;0.01;-0.00;0.01;0.00;0.00
6.307;0.03;-0.01;1.00;0.01;-0.01;0.01;-0.00;0.01;0.00;0.00
6.308;0.03;-0.02;1.00;0.01;-0.01;0.01;-0.00;0.01;0.00;0.00
6.349;0.03;-0.02;1.00;0.01;-0.01;0.01;-0.00;0.01;0.00;0.00
6.359;0.03;-0.02;1.00;0.00;-0.00;-0.01;-0.00;0.01;0.00;0.00
6.379;0.03;-0.02;1.00;0.00;-0.00;-0.01;-0.00;0.01;0.00;0.00
6.38;0.03;-0.01;1.00;0.00;-0.00;-0.01;-0.00;0.01;0.00;0.00
6.381;0.03;-0.02;1.00;0.00;-0.00;-0.01;-0.00;0.01;0.00;0.00
6.382;0.03;-0.02;1.00;0.00;-0.00;-0.01;-0.00;0.01;0.00;0.00
6.409;0.03;-0.02;1.00;0.00;-0.00;-0.01;-0.00;0.00;-0.00;0.00
6.42;0.03;-0.02;1.00;0.00;-0.00;0.01;-0.00;0.00;-0.00;0.00
6.446;0.03;-0.02;1.00;0.00;-0.00;0.01;-0.00;0.00;-0.00;0.00
6.447;0.03;-0.01;1.00;0.00;-0.00;0.01;-0.00;0.00;-0.00;0.00
6.448;0.03;-0.01;1.00;0.00;-0.00;0.01;-0.00;0.00;-0.00;0.00
6.472;0.03;-0.01;1.00;0.00;-0.00;0.01;0.00;-0.00;-0.00;0.00
6.48;0.03;-0.01;1.00;0.00;-0.00;0.00;0.00;-0.00;-0.00;0.00
6.521;0.03;-0.02;1.00;0.00;-0.00;0.00;0.00;-0.00;-0.00;0.00
6.523;0.03;-0.02;1.00;0.00;-0.00;0.00;0.00;-0.00;-0.00;0.00
6.524;0.03;-0.01;1.00;0.00;-0.00;0.00;0.00;-0.00;-0.00;0.00
6.525;0.03;-0.02;1.00;0.00;-0.00;0.00;0.00;-0.00;-0.00;0.00
6.53;0.03;-0.02;1.00;0.00;-0.00;0.00;0.00;-0.00;0.00;0.00
6.541;0.03;-0.02;1.00;0.00;-0.00;0.00;0.00;-0.00;0.00;0.00
6.597;0.03;-0.02;0.99;0.00;-0.00;0.00;0.00;-0.00;0.00;0.00
6.599;0.03;-0.01;1.00;0.00;-0.00;0.00;0.00;-0.00;0.00;0.00
6.601;0.03;-0.02;1.00;0.00;-0.00;0.00;0.00;-0.00;0.00;0.00
6.602;0.03;-0.02;1.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0.00
6.603;0.03;-0.02;1.00;-0.00;-0.00;-0.01;-0.00;0.00;0.00;0.00
6.652;0.03;-0.02;1.00;-0.00;-0.00;-0.01;-0.00;0.00;0.00;0.00
6.659;0.03;-0.02;1.00;-0.00;-0.00;-0.01;-0.00;0.00;0.00;0.00
6.66;0.03;-0.01;1.00;-0.00;-0.00;-0.01;-0.00;0.00;0.00;0.00
6.661;0.03;-0.01;1.00;-0.00;-0.00;-0.01;-0.00;0.00;0.00;0.00
6.662;0.03;-0.01;1.00;-0.00;-0.00;-0.01;-0.00;0.00;0.00;0.00
6.663;0.03;-0.01;1.00;0.00;0.00;0.00;-0.00;0.00;0.00;0.00
6.712;0.03;-0.01;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
6.724;0.03;-0.01;1.00;0.00;0.01;-0.00;0.00;0.00;0.00;0.00
6.725;0.03;-0.01;1.00;0.00;0.01;-0.00;0.00;0.00;0.00;0.00
6.725;0.03;-0.02;1.00;0.00;0.01;-0.00;0.00;0.00;0.00;0.00
6.725;0.03;-0.02;1.00;0.00;0.01;-0.00;0.00;0.00;0.00;0.00
6.772;0.03;-0.02;1.00;0.00;0.01;-0.00;0.00;-0.00;0.00;0.00
6.782;0.03;-0.02;1.00;-0.01;0.00;-0.00;0.00;-0.00;0.00;0.00
6.795;0.03;-0.01;1.00;-0.01;0.00;-0.00;0.00;-0.00;0.00;0.00
6.797;0.03;-0.01;1.00;-0.01;0.00;-0.00;0.00;-0.00;0.00;0.00
6.798;0.03;-0.02;1.00;-0.01;0.00;-0.00;0.00;-0.00;0.00;0.00
6.833;0.03;-0.02;1.00;-0.01;0.00;-0.00;-0.00;0.00;-0.00;0.00
6.842;0.03;-0.02;1.00;-0.00;-0.01;-0.00;-0.00;0.00;-0.00;0.00
6.866;0.03;-0.02;1.00;-0.00;-0.01;-0.00;-0.00;0.00;-0.00;0.00
6.867;0.03;-0.01;1.00;-0.00;-0.01;-0.00;-0.00;0.00;-0.00;0.00
6.868;0.03;-0.02;1.00;-0.00;-0.01;-0.00;-0.00;0.00;-0.00;0.00
6.869;0.03;-0.02;1.00;-0.00;-0.01;-0.00;-0.00;0.00;-0.00;0.00
6.892;0.03;-0.02;1.00;-0.00;-0.01;-0.00;0.00;0.00;0.00;0.00
6.904;0.03;-0.02;1.00;0.00;-0.01;0.00;0.00;0.00;0.00;0.00
6.934;0.03;-0.02;1.00;0.00;-0.01;0.00;0.00;0.00;0.00;0.00
6.935;0.03;-0.01;1.00;0.00;-0.01;0.00;0.00;0.00;0.00;0.00
6.936;0.03;-0.02;1.00;0.00;-0.01;0.00;0.00;0.00;0.00;0.00
6.955;0.03;-0.02;1.00;0.00;-0.01;0.00;-0.00;-0.00;-0.00;0.00
6.964;0.03;-0.02;1.00;0.00;-0.00;0.00;-0.00;-0.00;-0.00;0.00
7.005;0.03;-0.02;1.00;0.00;-0.00;0.00;-0.00;-0.00;-0.00;0.00
7.006;0.03;-0.01;1.00;0.00;-0.00;0.00;-0.00;-0.00;-0.00;0.00
7.006;0.03;-0.01;1.00;0.00;-0.00;0.00;-0.00;-0.00;-0.00;0.00
7.007;0.03;-0.01;1.00;0.00;-0.00;0.00;-0.00;-0.00;-0.00;0.00
7.013;0.03;-0.01;1.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0.00
7.024;0.03;-0.01;1.00;0.00;0.01;0.00;-0.00;0.00;0.00;0.00
7.081;0.03;-0.01;1.00;0.00;0.01;0.00;0.00;-0.00;0.00;0.00
7.083;0.03;-0.02;1.00;0.00;0.01;0.00;0.00;-0.00;0.00;0.00
7.083;0.03;-0.02;1.00;0.00;0.01;0.00;0.00;-0.00;0.00;0.00
