numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20220801000000;101890;10;3;270;2.800000;290.550000;289.450000;93;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101040;mq;mq;-100;mq;mq;mq;mq;289.550000;mq;mq;4.500000;5.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20220801000000;101830;40;3;250;3.100000;292.250000;289.450000;84;30480;0;mq;mq;100;8;450;mq;mq;mq;101280;mq;mq;-70;mq;mq;mq;mq;291.250000;mq;mq;6.200000;6.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;420;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20220801000000;101960;0;5;260;5.400000;291.350000;290.350000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101850;mq;mq;-120;mq;mq;mq;mq;mq;mq;mq;7.200000;7.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20220801000000;102010;0;4;260;4.000000;291.650000;288.750000;83;49720;0;mq;mq;100;8;450;mq;mq;mq;101220;mq;mq;-110;mq;mq;mq;mq;293.450000;mq;mq;6.200000;8.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;420;8;mq;600;mq;mq;mq;mq;mq;mq;
07037;20220801000000;101930;-30;6;280;3.500000;292.250000;288.750000;80;41760;0;mq;mq;100;8;450;mq;mq;mq;100090;mq;mq;-120;mq;mq;mq;mq;292.750000;mq;mq;6.900000;8.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;2;mq;480;8;mq;720;mq;mq;mq;mq;mq;mq;
07072;20220801000000;101880;10;0;340;2.000000;289.350000;287.150000;87;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100750;mq;mq;-120;mq;mq;mq;mq;287.950000;mq;mq;2.300000;3.300000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20220801000000;102180;-20;6;300;1.800000;289.850000;289.650000;99;10860;0;mq;mq;100;8;250;mq;mq;mq;101020;mq;mq;-110;mq;mq;mq;mq;290.250000;mq;mq;3.100000;4.400000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;0.400000;0.600000;mq;mq;mq;mq;8;mq;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20220801000000;102120;-20;6;250;4.400000;289.950000;289.650000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101430;mq;mq;-80;mq;mq;mq;mq;mq;mq;mq;7.400000;7.400000;-10;mq;mq;mq;mq;0.200000;0.400000;0.600000;0.600000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20220801000000;102090;20;0;350;2.900000;292.450000;290.050000;86;41440;0;mq;mq;100;8;450;mq;mq;mq;101650;mq;mq;-130;mq;mq;mq;mq;290.550000;mq;mq;4.700000;5.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20220801000000;102010;30;1;230;0.600000;291.550000;288.950000;85;20000;0;mq;mq;75;6;450;mq;mq;mq;100310;mq;mq;-110;mq;mq;mq;mq;293.950000;mq;mq;1.300000;3.300000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20220801000000;101940;10;0;300;2.000000;293.650000;288.450000;72;59920;0;mq;mq;mq;0;mq;mq;mq;mq;100890;mq;mq;-100;mq;mq;mq;mq;mq;mq;mq;3.000000;3.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20220801000000;101920;90;1;300;4.100000;291.050000;287.950000;82;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100530;mq;mq;-40;mq;mq;mq;mq;290.050000;mq;mq;4.400000;5.000000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20220801000000;101850;20;0;0;0.000000;291.450000;285.450000;68;42930;0;mq;mq;mq;0;mq;mq;mq;mq;97800;mq;mq;-110;mq;mq;mq;mq;284.150000;mq;mq;0.500000;1.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20220801000000;101760;80;3;310;2.900000;295.350000;286.150000;56;59270;0;mq;mq;mq;0;mq;mq;mq;mq;100010;mq;mq;-140;mq;mq;mq;mq;290.850000;mq;mq;5.500000;5.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20220801000000;102150;-10;8;310;5.900000;291.550000;290.050000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101640;mq;mq;-110;mq;mq;mq;mq;mq;mq;mq;9.700000;9.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20220801000000;102030;-20;8;320;2.600000;290.650000;289.650000;94;18230;0;mq;mq;mq;0;mq;mq;mq;mq;101720;mq;mq;-140;mq;mq;mq;mq;287.250000;mq;mq;4.400000;4.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20220801000000;101970;50;2;10;0.800000;293.350000;287.950000;71;57560;0;mq;mq;mq;0;mq;mq;mq;mq;100660;mq;mq;-100;mq;mq;mq;mq;295.750000;mq;mq;1.700000;2.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20220801000000;101890;20;0;360;1.600000;294.050000;285.950000;60;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99960;mq;mq;-90;mq;mq;mq;mq;292.350000;mq;mq;2.700000;3.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20220801000000;101840;40;2;50;1.500000;291.950000;284.050000;60;44330;0;mq;mq;mq;3;4080;mq;mq;mq;99270;mq;mq;-120;mq;mq;mq;mq;291.150000;mq;mq;2.700000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;4080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20220801000000;101780;80;1;240;3.000000;292.650000;285.450000;63;42600;0;mq;mq;mq;0;mq;mq;mq;mq;98620;mq;mq;-180;mq;mq;mq;mq;290.750000;mq;mq;3.900000;4.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20220801000000;101980;20;1;320;3.100000;293.450000;285.650000;61;60000;0;mq;mq;mq;0;mq;mq;mq;mq;100580;mq;mq;-110;mq;mq;mq;mq;292.950000;mq;mq;4.800000;4.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20220801000000;101920;-10;8;310;4.200000;293.550000;286.950000;66;49640;0;mq;mq;mq;0;mq;mq;mq;mq;97300;mq;mq;-190;mq;mq;mq;mq;291.250000;mq;mq;6.100000;6.400000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20220801000000;101920;40;0;120;0.700000;291.950000;285.950000;68;49760;0;mq;mq;mq;0;mq;mq;mq;mq;98090;mq;mq;-120;mq;mq;mq;mq;288.850000;mq;mq;1.100000;1.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20220801000000;mq;10;0;260;1.500000;289.850000;283.050000;64;20000;0;mq;mq;mq;0;mq;mq;mq;mq;92570;92500;839;-110;mq;mq;mq;mq;288.350000;mq;mq;2.100000;2.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20220801000000;101760;30;2;320;1.400000;295.250000;286.050000;56;70000;2;0;0;0;0;mq;30;20;10;99000;mq;mq;-120;mq;mq;mq;mq;mq;mq;mq;2.600000;2.800000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20220801000000;102060;-40;8;310;1.400000;290.550000;289.250000;92;11460;0;mq;mq;mq;0;mq;mq;mq;mq;101490;mq;mq;-190;mq;mq;mq;mq;mq;mq;mq;2.000000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20220801000000;101920;30;0;290;1.300000;294.850000;287.950000;65;20000;0;mq;mq;mq;0;mq;mq;mq;mq;98910;mq;mq;-230;mq;mq;mq;mq;294.350000;mq;mq;2.100000;2.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20220801000000;101680;40;0;360;5.400000;295.150000;284.850000;52;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93730;mq;mq;-210;mq;mq;mq;mq;mq;mq;mq;7.100000;7.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20220801000000;101570;40;1;70;3.200000;298.950000;285.750000;44;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100720;mq;mq;-170;mq;mq;mq;mq;297.150000;mq;mq;6.100000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20220801000000;mq;70;1;30;1.400000;292.350000;281.650000;50;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91890;mq;mq;-100;mq;286.450000;mq;305.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20220801000000;102060;30;2;240;2.100000;292.850000;289.350000;80;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101370;mq;mq;-180;mq;mq;mq;mq;mq;mq;mq;3.600000;3.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20220801000000;102100;10;0;240;2.500000;291.450000;288.850000;85;42070;0;mq;mq;mq;0;mq;mq;mq;mq;97880;mq;mq;-170;mq;mq;mq;mq;291.850000;mq;mq;4.300000;4.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20220801000000;102050;60;2;360;1.100000;292.950000;289.950000;83;20000;0;mq;mq;mq;0;mq;mq;mq;mq;97290;mq;mq;-150;mq;mq;mq;mq;291.450000;mq;mq;2.600000;3.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20220801000000;101880;40;0;310;3.300000;296.550000;287.550000;57;49300;0;mq;mq;mq;0;mq;mq;mq;mq;100150;mq;mq;-210;mq;mq;mq;mq;296.250000;mq;mq;5.000000;7.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20220801000000;101530;20;0;360;2.600000;297.650000;288.550000;57;40000;0;mq;mq;mq;mq;mq;mq;mq;mq;101440;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.100000;-10;mq;0.000000;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20220801000000;101400;-60;6;320;1.600000;298.150000;290.850000;64;47970;0;mq;mq;mq;2;4140;mq;mq;mq;101030;mq;mq;-200;mq;mq;mq;mq;293.550000;mq;mq;3.000000;3.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;4140;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20220801000000;mq;mq;mq;40;2.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.300000;3.000000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20220801000000;101410;-50;8;330;2.500000;299.650000;284.950000;40;50000;2;0;0;0;0;mq;30;20;10;101110;mq;mq;-130;mq;mq;mq;mq;298.550000;mq;mq;3.700000;5.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20220801000000;101650;60;1;290;5.900000;302.150000;287.150000;40;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101150;mq;mq;-250;mq;mq;mq;mq;298.750000;mq;mq;9.300000;11.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20220801000000;101470;0;0;30;2.900000;295.650000;288.250000;63;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101370;mq;mq;-120;mq;mq;mq;mq;mq;mq;mq;4.500000;5.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20220801000000;101450;10;0;230;2.000000;296.250000;289.050000;64;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101310;mq;mq;-70;mq;mq;mq;mq;mq;mq;mq;2.600000;2.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20220801000000;101570;110;6;120;2.800000;297.150000;293.650000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101520;mq;mq;70;mq;296.950000;mq;301.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20220801000000;102070;0;4;mq;mq;294.950000;291.950000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102000;mq;mq;340;mq;291.350000;mq;299.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20220801000000;101820;90;6;mq;mq;295.750000;293.050000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101730;mq;mq;60;mq;294.750000;mq;299.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20220801000000;102170;-80;6;130;5.800000;293.950000;287.850000;68;55820;0;mq;mq;100;8;1250;mq;mq;mq;102020;mq;mq;60;mq;mq;mq;mq;mq;mq;mq;8.700000;8.700000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;1.400000;mq;mq;mq;mq;1;mq;1140;8;mq;1920;mq;mq;mq;mq;mq;mq;
61996;20220801000000;102530;120;6;250;4.100000;283.750000;281.550000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102170;mq;mq;530;mq;282.250000;mq;285.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20220801000000;100340;40;7;300;9.000000;275.850000;271.850000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98550;mq;mq;-530;mq;275.850000;mq;281.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;3.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20220801000000;100410;-170;8;60;3.600000;273.850000;273.850000;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100040;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.100000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20220801000000;101640;-70;8;0;0.000000;294.250000;293.550000;96;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101560;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;0.000000;1.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20220801000000;101300;210;3;270;5.900000;289.950000;287.750000;87;16110;0;mq;mq;mq;0;mq;mq;mq;mq;101220;mq;mq;440;mq;mq;mq;mq;290.050000;mq;mq;8.500000;13.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20220801000000;101680;100;3;50;8.300000;301.650000;298.450000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101360;mq;mq;-30;mq;299.550000;mq;304.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20220801000000;101750;70;3;60;11.800000;301.250000;297.250000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101240;mq;mq;-50;mq;300.550000;mq;305.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20220801000000;101730;140;3;80;2.800000;301.050000;297.250000;80;22940;mq;mq;mq;mq;mq;mq;mq;mq;mq;101640;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20220801000000;101650;100;3;90;7.800000;301.250000;298.050000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101210;mq;mq;-30;mq;300.050000;mq;304.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;1.800000;1.800000;2.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20220801000000;101610;130;3;90;6.700000;301.250000;297.650000;81;24050;0;mq;mq;100;7;800;mq;mq;mq;101520;mq;mq;-30;304.450000;mq;304.450000;mq;mq;mq;mq;9.900000;10.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;7;mq;660;7;mq;840;8;mq;1680;mq;mq;mq;
81401;20220801000000;101210;90;3;60;0.700000;298.250000;298.050000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;-150;mq;295.850000;mq;306.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.600000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20220801000000;101250;140;3;0;0.000000;298.650000;297.050000;91;mq;0;mq;mq;mq;0;mq;mq;mq;mq;101160;mq;mq;-140;305.450000;mq;305.450000;mq;300.050000;mq;mq;0.500000;4.000000;-10;mq;mq;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20220801000000;101220;160;3;0;0.000000;298.150000;297.650000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101140;mq;mq;-150;mq;295.350000;mq;305.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20220801000000;mq;mq;mq;60;2.900000;298.550000;298.050000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;296.150000;mq;305.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20220802000000;101980;0;4;220;1.000000;288.150000;287.850000;98;9660;0;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;80;mq;mq;mq;mq;286.750000;mq;mq;2.700000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20220802000000;101910;0;0;240;3.400000;290.550000;287.650000;83;22600;0;mq;mq;mq;2;7200;mq;mq;mq;101350;mq;mq;70;mq;mq;mq;mq;287.450000;mq;mq;3.900000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;7200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20220802000000;101980;-40;6;230;5.900000;291.350000;290.050000;92;16000;2;2;mq;100;8;800;35;mq;mq;101870;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;8.100000;8.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20220802000000;102050;-40;8;240;2.200000;287.950000;286.450000;91;41200;0;mq;mq;mq;0;mq;mq;mq;mq;101250;mq;mq;30;mq;mq;mq;mq;291.750000;mq;mq;2.700000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20220802000000;102040;10;2;350;0.700000;288.350000;284.750000;79;41520;0;mq;mq;mq;0;mq;mq;mq;mq;100170;mq;mq;80;mq;mq;mq;mq;289.150000;mq;mq;2.000000;3.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20220802000000;101930;-10;8;10;0.700000;286.350000;284.550000;89;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100790;mq;mq;40;mq;mq;mq;mq;285.950000;mq;mq;1.100000;1.300000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20220802000000;102110;-30;8;270;1.900000;290.550000;290.050000;97;7850;0;mq;mq;100;8;150;mq;mq;mq;100950;mq;mq;-70;mq;mq;mq;mq;288.350000;mq;mq;3.200000;4.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20220802000000;102060;-50;8;240;3.800000;290.350000;289.350000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101370;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;6.600000;6.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20220802000000;102070;0;0;340;1.200000;289.750000;288.250000;91;56130;0;mq;mq;mq;0;mq;mq;mq;mq;101630;mq;mq;-20;mq;mq;mq;mq;286.350000;mq;mq;1.600000;2.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20220802000000;102030;-20;8;40;1.300000;289.650000;286.750000;83;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100310;mq;mq;0;mq;mq;mq;mq;293.750000;mq;mq;2.200000;2.800000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20220802000000;101940;30;0;360;2.800000;293.650000;288.250000;71;34180;0;mq;mq;mq;0;mq;mq;mq;mq;100890;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;4.300000;4.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
